,Unnamed: 0,Unnamed: 0.1,ID,MR_GOLD,MR_MN,MN,PERM,CYCLES,CAYLEY,N_PERM
172,172,172,172,answer count state next_to_1 stateid(state_name),stateid(state_name) next_to_1 answer count state,0,"[5, 4, 1, 2, 3]","(1, 5, 3) (2, 4)",3,50
173,173,173,173,answer state(all),answer state(all),1,"[1, 2]",(1) (2),0,1
174,174,174,174,answer lake loc_2 countryid(country_name),answer lake loc_2 countryid(country_name),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0,1
175,175,175,175,answer river loc_2 stateid(state_name),answer river loc_2 stateid(state_name),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0,1
176,176,176,176,answer capital loc_2 countryid(country_name),answer capital loc_2 countryid(country_name),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0,1
177,177,177,177,answer longest river loc_2 countryid(country_name),answer longest river loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
178,178,178,178,answer major lake loc_2 stateid(state_name),answer major lake loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
179,179,179,179,answer major river loc_2 stateid(state_name),answer major river loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
180,180,180,180,answer river loc_2 stateid(state_name),answer river loc_2 stateid(state_name),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0,1
181,181,181,181,answer exclude state(all) next_to_2 state(all),answer state(all) exclude next_to_2 state(all),0,"[1, 3, 2, 4, 5]","(1) (2, 3) (4) (5)",1,10
182,182,182,182,"answer population_1 cityid(city_name, _)","answer population_1 cityid(city_name, _)",1,"[1, 2, 3, 4]",(1) (2) (3) (4),0,1
183,183,183,183,"answer population_1 cityid(city_name, _)","answer population_1 cityid(city_name, _)",1,"[1, 2, 3, 4]",(1) (2) (3) (4),0,1
184,184,184,184,answer count state next_to_2 stateid(state_name),answer count next_to_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
185,185,185,185,answer state loc_1 lowest place loc_2 state traverse_1 riverid(river_name),state traverse_1 loc_2 riverid(river_name) answer state loc_1 lowest place,0,"[2, 8, 6, 9, 1, 7, 3, 4, 5]","(1, 2, 8, 4, 9, 5) (3, 6, 7)",7,109584
186,186,186,186,"answer population_1 cityid(city_name, _)","answer population_1 cityid(city_name, _)",1,"[1, 2, 3, 4]",(1) (2) (3) (4),0,1
187,187,187,187,"answer population_1 cityid(city_name, _)","answer population_1 cityid(city_name, _)",1,"[1, 2, 3, 4]",(1) (2) (3) (4),0,1
188,188,188,188,answer river loc_2 stateid(state_name),answer river loc_2 stateid(state_name),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0,1
189,189,189,189,"answer state loc_1 capital cityid(city_name, _)","cityid(city_name, _) capital loc_1 answer state",0,"[5, 6, 4, 3, 1, 2]","(1, 5) (2, 6) (3, 4)",3,225
190,190,190,190,"answer state loc_1 cityid(city_name, _)","cityid(city_name, _) loc_1 answer state",0,"[4, 5, 3, 1, 2]","(1, 4) (2, 5) (3)",2,35
191,191,191,191,answer major city loc_2 stateid(state_name),answer major city loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
192,192,192,192,answer major lake loc_2 countryid(country_name),answer major lake loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
193,193,193,193,answer largest_one area_1 state(all),answer state(all) largest_one area_1,0,"[1, 4, 2, 3]","(1) (2, 4, 3)",2,11
194,194,194,194,answer state next_to_2 stateid(state_name),answer state next_to_2 stateid(state_name),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0,1
195,195,195,195,answer city loc_2 stateid(state_name),answer city loc_2 stateid(state_name),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0,1
196,196,196,196,answer state traverse_1 longest river loc_2 stateid(state_name),traverse_1 answer state longest river loc_2 stateid(state_name),0,"[3, 1, 2, 4, 5, 6, 7]","(1, 3, 2) (4) (5) (6) (7)",2,175
197,197,197,197,answer state traverse_1 riverid(river_name),answer state riverid(river_name) traverse_1,0,"[1, 2, 4, 3]","(1) (2) (3, 4)",1,6
198,198,198,198,answer state traverse_1 riverid(river_name),answer state riverid(river_name) traverse_1,0,"[1, 2, 4, 3]","(1) (2) (3, 4)",1,6
199,199,199,199,answer river loc_2 stateid(state_name),answer river loc_2 stateid(state_name),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0,1
200,200,200,200,answer major river loc_2 stateid(state_name),answer major river loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
201,201,201,201,answer longest river loc_2 stateid(state_name),answer longest river loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
202,202,202,202,answer capital city loc_2 state next_to_2 stateid(state_name),answer capital city loc_2 state next_to_2 stateid(state_name),1,"[1, 2, 3, 4, 5, 6, 7]",(1) (2) (3) (4) (5) (6) (7),0,1
203,203,203,203,answer capital city loc_2 stateid(state_name),answer capital city loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
204,204,204,204,answer capital loc_2 state next_to_2 stateid(state_name),answer capital loc_2 state next_to_2 stateid(state_name),1,"[1, 2, 3, 4, 5, 6]",(1) (2) (3) (4) (5) (6),0,1
205,205,205,205,answer capital loc_2 state next_to_2 stateid(state_name),answer capital loc_2 state next_to_2 stateid(state_name),1,"[1, 2, 3, 4, 5, 6]",(1) (2) (3) (4) (5) (6),0,1
206,206,206,206,answer city loc_2 stateid(state_name),answer city loc_2 stateid(state_name),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0,1
207,207,207,207,answer city loc_2 state traverse_1 riverid(river_name),answer city loc_2 state traverse_1 riverid(river_name),1,"[1, 2, 3, 4, 5, 6]",(1) (2) (3) (4) (5) (6),0,1
208,208,208,208,answer city loc_2 state loc_1 highest place(all),answer city loc_2 state loc_1 highest place(all),1,"[1, 2, 3, 4, 5, 6, 7]",(1) (2) (3) (4) (5) (6) (7),0,1
209,209,209,209,answer highest place loc_2 state(all),answer highest place loc_2 state(all),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
210,210,210,210,answer highest place loc_2 state next_to_2 stateid(state_name),answer highest place loc_2 state next_to_2 stateid(state_name),1,"[1, 2, 3, 4, 5, 6, 7]",(1) (2) (3) (4) (5) (6) (7),0,1
211,211,211,211,answer lake loc_2 state next_to_2 stateid(state_name),answer lake loc_2 state next_to_2 stateid(state_name),1,"[1, 2, 3, 4, 5, 6]",(1) (2) (3) (4) (5) (6),0,1
212,212,212,212,answer largest city loc_2 state next_to_2 largest state(all),answer largest city loc_2 state next_to_2 largest state(all),1,"[1, 2, 3, 4, 5, 6, 7, 8]",(1) (2) (3) (4) (5) (6) (7) (8),0,1
213,213,213,213,answer major city loc_2 stateid(state_name),answer major city loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
214,214,214,214,answer major city loc_2 stateid(state_name),answer major city loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
215,215,215,215,answer major city loc_2 stateid(state_name),answer major city loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
216,216,216,216,answer major city loc_2 stateid(state_name),answer major city loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
217,217,217,217,answer major city loc_2 stateid(state_name),answer major city loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
218,218,218,218,answer major city loc_2 stateid(state_name),answer major city loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
219,219,219,219,answer major city loc_2 stateid(state_name),answer major city loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
220,220,220,220,answer major city loc_2 stateid(state_name),answer major city loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
221,221,221,221,answer major city loc_2 stateid(state_name),answer major city loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
222,222,222,222,answer major city loc_2 stateid(state_name),answer major city loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
223,223,223,223,answer major city loc_2 stateid(state_name),answer major city loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
224,224,224,224,answer major city loc_2 stateid(state_name),answer major city loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
225,225,225,225,answer major city loc_2 state traverse_1 riverid(river_name),answer major city loc_2 state traverse_1 riverid(river_name),1,"[1, 2, 3, 4, 5, 6, 7]",(1) (2) (3) (4) (5) (6) (7),0,1
226,226,226,226,answer major city loc_2 stateid(state_name),answer major city loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
227,227,227,227,answer major city loc_2 largest state(all),answer major city loc_2 largest state(all),1,"[1, 2, 3, 4, 5, 6]",(1) (2) (3) (4) (5) (6),0,1
228,228,228,228,answer major city loc_2 smallest state loc_2 countryid(country_name),answer major city loc_2 smallest state loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5, 6, 7, 8]",(1) (2) (3) (4) (5) (6) (7) (8),0,1
229,229,229,229,answer major city loc_2 stateid(state_name),answer major city loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
230,230,230,230,answer major city loc_2 state traverse_1 major river loc_2 stateid(state_name),answer major city loc_2 state traverse_1 major river loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",(1) (2) (3) (4) (5) (6) (7) (8) (9) (10),0,1
231,231,231,231,answer major city loc_2 countryid(country_name),answer major city loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
232,232,232,232,answer major city loc_2 stateid(state_name),answer major city loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
233,233,233,233,answer major city loc_2 stateid(state_name),answer major city loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
234,234,234,234,answer major city loc_2 stateid(state_name),answer major city loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
235,235,235,235,answer major city loc_2 countryid(country_name),answer major city loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
236,236,236,236,answer major city loc_2 countryid(country_name),answer major city loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
237,237,237,237,answer major lake loc_2 countryid(country_name),answer major lake loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
238,238,238,238,answer major river loc_2 stateid(state_name),answer major river loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
239,239,239,239,answer major river loc_2 countryid(country_name),answer major river loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
240,240,240,240,answer major city loc_2 stateid(state_name),answer major city loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
241,241,241,241,answer state next_to_2 stateid(state_name),answer next_to_2 state stateid(state_name),0,"[1, 3, 2, 4]","(1) (2, 3) (4)",1,6
242,242,242,242,answer density_1 state(all),answer density_1 state(all),1,"[1, 2, 3]",(1) (2) (3),0,1
243,243,243,243,answer population_1 stateid(state_name),answer population_1 stateid(state_name),1,"[1, 2, 3]",(1) (2) (3),0,1
244,244,244,244,answer population_1 major city loc_2 stateid(state_name),answer population_1 major city loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5, 6]",(1) (2) (3) (4) (5) (6),0,1
245,245,245,245,answer population_1 state traverse_1 riverid(river_name),answer population_1 state traverse_1 riverid(river_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
246,246,246,246,answer population_1 state traverse_1 riverid(river_name),answer population_1 state traverse_1 riverid(river_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
247,247,247,247,answer population_1 state traverse_1 riverid(river_name),answer population_1 state traverse_1 riverid(river_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
248,248,248,248,answer population_1 state traverse_1 riverid(river_name),answer population_1 state traverse_1 riverid(river_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
249,249,249,249,answer population_1 state next_to_2 stateid(state_name),answer population_1 state next_to_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
250,250,250,250,answer population_1 major city loc_2 stateid(state_name),answer population_1 major city loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5, 6]",(1) (2) (3) (4) (5) (6),0,1
251,251,251,251,answer population_1 state traverse_1 riverid(river_name),answer population_1 state traverse_1 riverid(river_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
252,252,252,252,answer population_1 state traverse_1 riverid(river_name),answer population_1 state traverse_1 riverid(river_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
253,253,253,253,answer population_1 state traverse_1 riverid(river_name),answer population_1 state traverse_1 riverid(river_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
254,254,254,254,answer population_1 state traverse_1 riverid(river_name),answer population_1 state traverse_1 riverid(river_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
255,255,255,255,answer river loc_2 stateid(state_name),answer river loc_2 stateid(state_name),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0,1
256,256,256,256,answer river loc_2 stateid(state_name),answer river loc_2 stateid(state_name),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0,1
257,257,257,257,answer river loc_2 stateid(state_name),answer river loc_2 stateid(state_name),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0,1
258,258,258,258,answer river loc_2 stateid(state_name),answer river loc_2 stateid(state_name),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0,1
259,259,259,259,answer state(all),answer state(all),1,"[1, 2]",(1) (2),0,1
260,260,260,260,answer state next_to_2 largest_one population_1 state(all),answer state next_to_2 state(all) largest_one population_1,0,"[1, 2, 3, 6, 4, 5]","(1) (2) (3) (4, 6, 5)",2,85
261,261,261,261,answer state traverse_1 riverid(river_name),answer state riverid(river_name) traverse_1,0,"[1, 2, 4, 3]","(1) (2) (3, 4)",1,6
262,262,262,262,answer state traverse_1 longest river(all),answer state traverse_1 longest river(all),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
263,263,263,263,answer population_1 stateid(state_name),answer population_1 stateid(state_name),1,"[1, 2, 3]",(1) (2) (3),0,1
264,264,264,264,answer largest_one population_1 capital(all),answer capital(all) largest_one population_1,0,"[1, 4, 2, 3]","(1) (2, 4, 3)",2,11
265,265,265,265,answer largest capital loc_2 countryid(country_name),answer capital largest loc_2 countryid(country_name),0,"[1, 3, 2, 4, 5]","(1) (2, 3) (4) (5)",1,10
266,266,266,266,answer city loc_2 stateid(state_name),answer city loc_2 stateid(state_name),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0,1
267,267,267,267,answer city loc_2 stateid(state_name),answer city loc_2 stateid(state_name),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0,1
268,268,268,268,answer largest_one population_1 city loc_2 stateid(state_name),answer city loc_2 stateid(state_name) largest_one population_1,0,"[1, 4, 5, 6, 2, 3]","(1) (2, 4, 6, 3, 5)",4,274
269,269,269,269,answer largest_one population_1 city loc_2 stateid(state_name),answer city loc_2 stateid(state_name) largest_one population_1,0,"[1, 4, 5, 6, 2, 3]","(1) (2, 4, 6, 3, 5)",4,274
270,270,270,270,answer largest_one population_1 city(all),answer city(all) largest_one population_1,0,"[1, 4, 2, 3]","(1) (2, 4, 3)",2,11
271,271,271,271,answer smallest_one population_1 city(all),answer city(all) smallest_one population_1,0,"[1, 4, 2, 3]","(1) (2, 4, 3)",2,11
272,272,272,272,answer largest_one population_1 city(all),answer city(all) largest_one population_1,0,"[1, 4, 2, 3]","(1) (2, 4, 3)",2,11
273,273,273,273,answer largest_one density_1 city loc_2 countryid(country_name),answer city loc_2 countryid(country_name) largest_one density_1,0,"[1, 4, 5, 6, 2, 3]","(1) (2, 4, 6, 3, 5)",4,274
274,274,274,274,answer capital loc_2 stateid(state_name),answer capital loc_2 stateid(state_name),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0,1
275,275,275,275,answer capital loc_2 state loc_1 lowest place(all),answer capital loc_2 state loc_1 lowest place(all),1,"[1, 2, 3, 4, 5, 6, 7]",(1) (2) (3) (4) (5) (6) (7),0,1
276,276,276,276,answer largest capital(all),answer largest capital(all),1,"[1, 2, 3]",(1) (2) (3),0,1
277,277,277,277,answer state next_to_2 stateid(state_name),answer next_to_2 state stateid(state_name),0,"[1, 3, 2, 4]","(1) (2, 3) (4)",1,6
278,278,278,278,answer area_1 stateid(state_name),answer area_1 stateid(state_name),1,"[1, 2, 3]",(1) (2) (3),0,1
279,279,279,279,answer sum area_1 state(all),answer area_1 state(all) sum,0,"[1, 3, 4, 2]","(1) (2, 3, 4)",2,11
280,280,280,280,answer area_1 stateid(state_name),answer area_1 stateid(state_name),1,"[1, 2, 3]",(1) (2) (3),0,1
281,281,281,281,answer area_1 stateid(state_name),answer area_1 stateid(state_name),1,"[1, 2, 3]",(1) (2) (3),0,1
282,282,282,282,answer area_1 stateid(state_name),answer area_1 stateid(state_name),1,"[1, 2, 3]",(1) (2) (3),0,1
283,283,283,283,answer area_1 stateid(state_name),answer area_1 stateid(state_name),1,"[1, 2, 3]",(1) (2) (3),0,1
284,284,284,284,answer area_1 stateid(state_name),answer area_1 stateid(state_name),1,"[1, 2, 3]",(1) (2) (3),0,1
285,285,285,285,answer area_1 stateid(state_name),answer area_1 stateid(state_name),1,"[1, 2, 3]",(1) (2) (3),0,1
286,286,286,286,answer area_1 stateid(state_name),answer area_1 stateid(state_name),1,"[1, 2, 3]",(1) (2) (3),0,1
287,287,287,287,"answer area_1 cityid(city_name, _)","answer area_1 cityid(city_name, _)",1,"[1, 2, 3, 4]",(1) (2) (3) (4),0,1
288,288,288,288,answer area_1 stateid(state_name),answer area_1 stateid(state_name),1,"[1, 2, 3]",(1) (2) (3),0,1
289,289,289,289,answer area_1 stateid(state_name),answer area_1 stateid(state_name),1,"[1, 2, 3]",(1) (2) (3),0,1
290,290,290,290,answer area_1 largest state(all),answer area_1 largest state(all),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0,1
291,291,291,291,answer area_1 smallest state(all),answer area_1 smallest state(all),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0,1
292,292,292,292,"answer area_1 state loc_1 capital cityid(city_name, _)","answer area_1 state loc_1 capital cityid(city_name, _)",1,"[1, 2, 3, 4, 5, 6, 7]",(1) (2) (3) (4) (5) (6) (7),0,1
293,293,293,293,answer area_1 smallest_one density_1 state(all),answer area_1 state(all) smallest_one density_1,0,"[1, 2, 5, 3, 4]","(1) (2) (3, 5, 4)",2,35
294,294,294,294,answer area_1 state(all),answer area_1 state(all),1,"[1, 2, 3]",(1) (2) (3),0,1
295,295,295,295,answer area_1 stateid(state_name),answer area_1 stateid(state_name),1,"[1, 2, 3]",(1) (2) (3),0,1
296,296,296,296,answer area_1 stateid(state_name),answer area_1 stateid(state_name),1,"[1, 2, 3]",(1) (2) (3),0,1
297,297,297,297,answer density_1 countryid(country_name),answer density_1 countryid(country_name),1,"[1, 2, 3]",(1) (2) (3),0,1
298,298,298,298,answer density_1 stateid(state_name),answer density_1 stateid(state_name),1,"[1, 2, 3]",(1) (2) (3),0,1
299,299,299,299,answer density_1 countryid(country_name),answer density_1 countryid(country_name),1,"[1, 2, 3]",(1) (2) (3),0,1
300,300,300,300,answer largest city loc_2 state loc_1 river(all),answer largest city loc_2 state loc_1 river(all),1,"[1, 2, 3, 4, 5, 6, 7]",(1) (2) (3) (4) (5) (6) (7),0,1
301,301,301,301,answer largest capital city loc_2 countryid(country_name),answer largest capital city loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5, 6]",(1) (2) (3) (4) (5) (6),0,1
302,302,302,302,answer largest city loc_2 stateid(state_name),answer largest city loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
303,303,303,303,answer largest city loc_2 stateid(state_name),answer largest city loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
304,304,304,304,answer largest city loc_2 stateid(state_name),answer largest city loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
305,305,305,305,answer largest city loc_2 stateid(state_name),answer largest city loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
306,306,306,306,answer largest city loc_2 stateid(state_name),answer largest city loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
307,307,307,307,answer largest city loc_2 stateid(state_name),answer largest city loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
308,308,308,308,answer largest city loc_2 stateid(state_name),answer largest city loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
309,309,309,309,answer largest city loc_2 smallest state(all),answer largest city loc_2 smallest state(all),1,"[1, 2, 3, 4, 5, 6]",(1) (2) (3) (4) (5) (6),0,1
310,310,310,310,answer largest city loc_2 countryid(country_name),answer largest city loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
311,311,311,311,answer largest city loc_2 countryid(country_name),answer largest city loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
312,312,312,312,answer largest city loc_2 countryid(country_name),answer largest city loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
313,313,313,313,answer largest city loc_2 stateid(state_name),answer largest city loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
314,314,314,314,answer longest river loc_2 stateid(state_name),answer longest river loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
315,315,315,315,answer largest state(all),answer largest state(all),1,"[1, 2, 3]",(1) (2) (3),0,1
316,316,316,316,answer largest state loc_2 countryid(country_name),answer largest state loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
317,317,317,317,answer largest state loc_2 countryid(country_name),answer largest state loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
318,318,318,318,answer capital city loc_2 largest state loc_2 countryid(country_name),answer capital city loc_2 largest state loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5, 6, 7, 8]",(1) (2) (3) (4) (5) (6) (7) (8),0,1
319,319,319,319,answer capital loc_2 stateid(state_name),answer capital loc_2 stateid(state_name),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0,1
320,320,320,320,answer capital loc_2 stateid(state_name),answer capital loc_2 stateid(state_name),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0,1
321,321,321,321,answer capital loc_2 stateid(state_name),answer capital loc_2 stateid(state_name),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0,1
322,322,322,322,answer capital loc_2 stateid(state_name),answer capital loc_2 stateid(state_name),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0,1
323,323,323,323,answer capital loc_2 stateid(state_name),answer capital loc_2 stateid(state_name),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0,1
324,324,324,324,answer capital loc_2 stateid(state_name),answer capital loc_2 stateid(state_name),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0,1
325,325,325,325,answer capital loc_2 stateid(state_name),answer capital loc_2 stateid(state_name),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0,1
326,326,326,326,answer capital loc_2 stateid(state_name),answer capital loc_2 stateid(state_name),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0,1
327,327,327,327,answer capital loc_2 stateid(state_name),answer capital loc_2 stateid(state_name),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0,1
328,328,328,328,answer capital loc_2 stateid(state_name),answer capital loc_2 stateid(state_name),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0,1
329,329,329,329,answer capital loc_2 stateid(state_name),answer capital loc_2 stateid(state_name),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0,1
330,330,330,330,answer capital loc_2 stateid(state_name),answer capital loc_2 stateid(state_name),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0,1
331,331,331,331,answer capital loc_2 stateid(state_name),answer capital loc_2 stateid(state_name),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0,1
332,332,332,332,answer capital loc_2 stateid(state_name),answer capital loc_2 stateid(state_name),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0,1
333,333,333,333,answer capital loc_2 stateid(state_name),answer capital loc_2 stateid(state_name),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0,1
334,334,334,334,answer capital loc_2 stateid(state_name),answer capital loc_2 stateid(state_name),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0,1
335,335,335,335,answer capital loc_2 stateid(state_name),answer capital loc_2 stateid(state_name),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0,1
336,336,336,336,"answer capital loc_2 state loc_1 city cityid(city_name, _)","answer capital loc_2 state loc_1 city cityid(city_name, _)",1,"[1, 2, 3, 4, 5, 6, 7, 8]",(1) (2) (3) (4) (5) (6) (7) (8),0,1
337,337,337,337,answer capital loc_2 stateid(state_name),answer capital loc_2 stateid(state_name),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0,1
338,338,338,338,answer capital loc_2 stateid(state_name),answer capital loc_2 stateid(state_name),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0,1
339,339,339,339,answer capital loc_2 stateid(state_name),answer capital loc_2 stateid(state_name),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0,1
340,340,340,340,answer capital loc_2 largest state(all),answer capital loc_2 largest state(all),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
341,341,341,341,answer capital loc_2 smallest state(all),answer capital loc_2 smallest state(all),1,"[1, 2, 3, 4, 5]",(1) (2) (3) (4) (5),0,1
342,342,342,342,answer capital loc_2 stateid(state_name),answer capital loc_2 stateid(state_name),1,"[1, 2, 3, 4]",(1) (2) (3) (4),0,1
343,343,343,343,answer capital loc_2 most state next_to_2 state(all),answer capital loc_2 state next_to_2 most state(all),0,"[1, 2, 3, 5, 6, 4, 7]","(1) (2) (3) (4, 5, 6) (7)",2,175
344,344,344,344,answer capital loc_2 state next_to_2 state next_to_2 stateid(state_name),answer capital loc_2 state next_to_2 state next_to_2 stateid(state_name),1,"[1, 2, 3, 4, 5, 6, 7, 8]",(1) (2) (3) (4) (5) (6) (7) (8),0,1
345,345,345,345,answer capital loc_2 state loc_1 highest place(all),answer capital loc_2 state loc_1 highest place(all),1,"[1, 2, 3, 4, 5, 6, 7]",(1) (2) (3) (4) (5) (6) (7),0,1
