,ID,MR_GOLD,MR_MN,MN,PERM
234,234,answer major city loc_2 stateid(state_name),answer major city loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]"
235,235,answer major city loc_2 countryid(country_name),answer major city loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5]"
236,236,answer major city loc_2 countryid(country_name),answer major city loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5]"
237,237,answer major lake loc_2 countryid(country_name),answer major lake loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5]"
238,238,answer major river loc_2 stateid(state_name),answer major river loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]"
239,239,answer major river loc_2 countryid(country_name),answer major river loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5]"
240,240,answer major city loc_2 stateid(state_name),answer major city loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]"
241,241,answer state next_to_2 stateid(state_name),answer next_to_2 state stateid(state_name),0,"[1, 3, 2, 4]"
242,242,answer density_1 state(all),answer density_1 state(all),1,"[1, 2, 3]"
243,243,answer population_1 stateid(state_name),answer population_1 stateid(state_name),1,"[1, 2, 3]"
244,244,answer population_1 major city loc_2 stateid(state_name),answer population_1 major city loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5, 6]"
245,245,answer population_1 state traverse_1 riverid(river_name),answer population_1 state traverse_1 riverid(river_name),1,"[1, 2, 3, 4, 5]"
246,246,answer population_1 state traverse_1 riverid(river_name),answer population_1 state traverse_1 riverid(river_name),1,"[1, 2, 3, 4, 5]"
247,247,answer population_1 state traverse_1 riverid(river_name),answer population_1 state traverse_1 riverid(river_name),1,"[1, 2, 3, 4, 5]"
248,248,answer population_1 state traverse_1 riverid(river_name),answer population_1 state traverse_1 riverid(river_name),1,"[1, 2, 3, 4, 5]"
249,249,answer population_1 state next_to_2 stateid(state_name),answer population_1 state next_to_2 stateid(state_name),1,"[1, 2, 3, 4, 5]"
250,250,answer population_1 major city loc_2 stateid(state_name),answer population_1 major city loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5, 6]"
251,251,answer population_1 state traverse_1 riverid(river_name),answer population_1 state traverse_1 riverid(river_name),1,"[1, 2, 3, 4, 5]"
252,252,answer population_1 state traverse_1 riverid(river_name),answer population_1 state traverse_1 riverid(river_name),1,"[1, 2, 3, 4, 5]"
253,253,answer population_1 state traverse_1 riverid(river_name),answer population_1 state traverse_1 riverid(river_name),1,"[1, 2, 3, 4, 5]"
254,254,answer population_1 state traverse_1 riverid(river_name),answer population_1 state traverse_1 riverid(river_name),1,"[1, 2, 3, 4, 5]"
255,255,answer river loc_2 stateid(state_name),answer river loc_2 stateid(state_name),1,"[1, 2, 3, 4]"
256,256,answer river loc_2 stateid(state_name),answer river loc_2 stateid(state_name),1,"[1, 2, 3, 4]"
257,257,answer river loc_2 stateid(state_name),answer river loc_2 stateid(state_name),1,"[1, 2, 3, 4]"
258,258,answer river loc_2 stateid(state_name),answer river loc_2 stateid(state_name),1,"[1, 2, 3, 4]"
259,259,answer state(all),answer state(all),1,"[1, 2]"
260,260,answer state next_to_2 largest_one population_1 state(all),answer state next_to_2 state(all) largest_one population_1,0,"[1, 2, 3, 6, 4, 5]"
261,261,answer state traverse_1 riverid(river_name),answer state riverid(river_name) traverse_1,0,"[1, 2, 4, 3]"
262,262,answer state traverse_1 longest river(all),answer state traverse_1 longest river(all),1,"[1, 2, 3, 4, 5]"
263,263,answer population_1 stateid(state_name),answer population_1 stateid(state_name),1,"[1, 2, 3]"
264,264,answer largest_one population_1 capital(all),answer capital(all) largest_one population_1,0,"[1, 4, 2, 3]"
265,265,answer largest capital loc_2 countryid(country_name),answer capital largest loc_2 countryid(country_name),0,"[1, 3, 2, 4, 5]"
266,266,answer city loc_2 stateid(state_name),answer city loc_2 stateid(state_name),1,"[1, 2, 3, 4]"
267,267,answer city loc_2 stateid(state_name),answer city loc_2 stateid(state_name),1,"[1, 2, 3, 4]"
268,268,answer largest_one population_1 city loc_2 stateid(state_name),answer city loc_2 stateid(state_name) largest_one population_1,0,"[1, 4, 5, 6, 2, 3]"
269,269,answer largest_one population_1 city loc_2 stateid(state_name),answer city loc_2 stateid(state_name) largest_one population_1,0,"[1, 4, 5, 6, 2, 3]"
270,270,answer largest_one population_1 city(all),answer city(all) largest_one population_1,0,"[1, 4, 2, 3]"
271,271,answer smallest_one population_1 city(all),answer city(all) smallest_one population_1,0,"[1, 4, 2, 3]"
272,272,answer largest_one population_1 city(all),answer city(all) largest_one population_1,0,"[1, 4, 2, 3]"
273,273,answer largest_one density_1 city loc_2 countryid(country_name),answer city loc_2 countryid(country_name) largest_one density_1,0,"[1, 4, 5, 6, 2, 3]"
274,274,answer capital loc_2 stateid(state_name),answer capital loc_2 stateid(state_name),1,"[1, 2, 3, 4]"
275,275,answer capital loc_2 state loc_1 lowest place(all),answer capital loc_2 state loc_1 lowest place(all),1,"[1, 2, 3, 4, 5, 6, 7]"
276,276,answer largest capital(all),answer largest capital(all),1,"[1, 2, 3]"
277,277,answer state next_to_2 stateid(state_name),answer next_to_2 state stateid(state_name),0,"[1, 3, 2, 4]"
278,278,answer area_1 stateid(state_name),answer area_1 stateid(state_name),1,"[1, 2, 3]"
279,279,answer sum area_1 state(all),answer area_1 state(all) sum,0,"[1, 3, 4, 2]"
280,280,answer area_1 stateid(state_name),answer area_1 stateid(state_name),1,"[1, 2, 3]"
281,281,answer area_1 stateid(state_name),answer area_1 stateid(state_name),1,"[1, 2, 3]"
282,282,answer area_1 stateid(state_name),answer area_1 stateid(state_name),1,"[1, 2, 3]"
283,283,answer area_1 stateid(state_name),answer area_1 stateid(state_name),1,"[1, 2, 3]"
284,284,answer area_1 stateid(state_name),answer area_1 stateid(state_name),1,"[1, 2, 3]"
285,285,answer area_1 stateid(state_name),answer area_1 stateid(state_name),1,"[1, 2, 3]"
286,286,answer area_1 stateid(state_name),answer area_1 stateid(state_name),1,"[1, 2, 3]"
287,287,"answer area_1 cityid(city_name, _)","answer area_1 cityid(city_name, _)",1,"[1, 2, 3, 4]"
288,288,answer area_1 stateid(state_name),answer area_1 stateid(state_name),1,"[1, 2, 3]"
289,289,answer area_1 stateid(state_name),answer area_1 stateid(state_name),1,"[1, 2, 3]"
290,290,answer area_1 largest state(all),answer area_1 largest state(all),1,"[1, 2, 3, 4]"
291,291,answer area_1 smallest state(all),answer area_1 smallest state(all),1,"[1, 2, 3, 4]"
292,292,"answer area_1 state loc_1 capital cityid(city_name, _)","answer area_1 state loc_1 capital cityid(city_name, _)",1,"[1, 2, 3, 4, 5, 6, 7]"
293,293,answer area_1 smallest_one density_1 state(all),answer area_1 state(all) smallest_one density_1,0,"[1, 2, 5, 3, 4]"
294,294,answer area_1 state(all),answer area_1 state(all),1,"[1, 2, 3]"
295,295,answer area_1 stateid(state_name),answer area_1 stateid(state_name),1,"[1, 2, 3]"
296,296,answer area_1 stateid(state_name),answer area_1 stateid(state_name),1,"[1, 2, 3]"
297,297,answer density_1 countryid(country_name),answer density_1 countryid(country_name),1,"[1, 2, 3]"
298,298,answer density_1 stateid(state_name),answer density_1 stateid(state_name),1,"[1, 2, 3]"
299,299,answer density_1 countryid(country_name),answer density_1 countryid(country_name),1,"[1, 2, 3]"
300,300,answer largest city loc_2 state loc_1 river(all),answer largest city loc_2 state loc_1 river(all),1,"[1, 2, 3, 4, 5, 6, 7]"
301,301,answer largest capital city loc_2 countryid(country_name),answer largest capital city loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5, 6]"
302,302,answer largest city loc_2 stateid(state_name),answer largest city loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]"
303,303,answer largest city loc_2 stateid(state_name),answer largest city loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]"
304,304,answer largest city loc_2 stateid(state_name),answer largest city loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]"
305,305,answer largest city loc_2 stateid(state_name),answer largest city loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]"
306,306,answer largest city loc_2 stateid(state_name),answer largest city loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]"
307,307,answer largest city loc_2 stateid(state_name),answer largest city loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]"
308,308,answer largest city loc_2 stateid(state_name),answer largest city loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]"
309,309,answer largest city loc_2 smallest state(all),answer largest city loc_2 smallest state(all),1,"[1, 2, 3, 4, 5, 6]"
310,310,answer largest city loc_2 countryid(country_name),answer largest city loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5]"
311,311,answer largest city loc_2 countryid(country_name),answer largest city loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5]"
312,312,answer largest city loc_2 countryid(country_name),answer largest city loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5]"
313,313,answer largest city loc_2 stateid(state_name),answer largest city loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]"
314,314,answer longest river loc_2 stateid(state_name),answer longest river loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]"
315,315,answer largest state(all),answer largest state(all),1,"[1, 2, 3]"
316,316,answer largest state loc_2 countryid(country_name),answer largest state loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5]"
317,317,answer largest state loc_2 countryid(country_name),answer largest state loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5]"
318,318,answer capital city loc_2 largest state loc_2 countryid(country_name),answer capital city loc_2 largest state loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5, 6, 7, 8]"
319,319,answer capital loc_2 stateid(state_name),answer capital loc_2 stateid(state_name),1,"[1, 2, 3, 4]"
320,320,answer capital loc_2 stateid(state_name),answer capital loc_2 stateid(state_name),1,"[1, 2, 3, 4]"
321,321,answer capital loc_2 stateid(state_name),answer capital loc_2 stateid(state_name),1,"[1, 2, 3, 4]"
322,322,answer capital loc_2 stateid(state_name),answer capital loc_2 stateid(state_name),1,"[1, 2, 3, 4]"
323,323,answer capital loc_2 stateid(state_name),answer capital loc_2 stateid(state_name),1,"[1, 2, 3, 4]"
324,324,answer capital loc_2 stateid(state_name),answer capital loc_2 stateid(state_name),1,"[1, 2, 3, 4]"
325,325,answer capital loc_2 stateid(state_name),answer capital loc_2 stateid(state_name),1,"[1, 2, 3, 4]"
326,326,answer capital loc_2 stateid(state_name),answer capital loc_2 stateid(state_name),1,"[1, 2, 3, 4]"
327,327,answer capital loc_2 stateid(state_name),answer capital loc_2 stateid(state_name),1,"[1, 2, 3, 4]"
328,328,answer capital loc_2 stateid(state_name),answer capital loc_2 stateid(state_name),1,"[1, 2, 3, 4]"
329,329,answer capital loc_2 stateid(state_name),answer capital loc_2 stateid(state_name),1,"[1, 2, 3, 4]"
330,330,answer capital loc_2 stateid(state_name),answer capital loc_2 stateid(state_name),1,"[1, 2, 3, 4]"
331,331,answer capital loc_2 stateid(state_name),answer capital loc_2 stateid(state_name),1,"[1, 2, 3, 4]"
332,332,answer capital loc_2 stateid(state_name),answer capital loc_2 stateid(state_name),1,"[1, 2, 3, 4]"
333,333,answer capital loc_2 stateid(state_name),answer capital loc_2 stateid(state_name),1,"[1, 2, 3, 4]"
334,334,answer capital loc_2 stateid(state_name),answer capital loc_2 stateid(state_name),1,"[1, 2, 3, 4]"
335,335,answer capital loc_2 stateid(state_name),answer capital loc_2 stateid(state_name),1,"[1, 2, 3, 4]"
336,336,"answer capital loc_2 state loc_1 city cityid(city_name, _)","answer capital loc_2 state loc_1 city cityid(city_name, _)",1,"[1, 2, 3, 4, 5, 6, 7, 8]"
337,337,answer capital loc_2 stateid(state_name),answer capital loc_2 stateid(state_name),1,"[1, 2, 3, 4]"
338,338,answer capital loc_2 stateid(state_name),answer capital loc_2 stateid(state_name),1,"[1, 2, 3, 4]"
339,339,answer capital loc_2 stateid(state_name),answer capital loc_2 stateid(state_name),1,"[1, 2, 3, 4]"
340,340,answer capital loc_2 largest state(all),answer capital loc_2 largest state(all),1,"[1, 2, 3, 4, 5]"
341,341,answer capital loc_2 smallest state(all),answer capital loc_2 smallest state(all),1,"[1, 2, 3, 4, 5]"
342,342,answer capital loc_2 stateid(state_name),answer capital loc_2 stateid(state_name),1,"[1, 2, 3, 4]"
343,343,answer capital loc_2 most state next_to_2 state(all),answer capital loc_2 state next_to_2 most state(all),0,"[1, 2, 3, 5, 6, 4, 7]"
344,344,answer capital loc_2 state next_to_2 state next_to_2 stateid(state_name),answer capital loc_2 state next_to_2 state next_to_2 stateid(state_name),1,"[1, 2, 3, 4, 5, 6, 7, 8]"
345,345,answer capital loc_2 state loc_1 highest place(all),answer capital loc_2 state loc_1 highest place(all),1,"[1, 2, 3, 4, 5, 6, 7]"
346,346,answer capital loc_2 state loc_1 highest place(all),answer capital loc_2 state loc_1 highest place(all),1,"[1, 2, 3, 4, 5, 6, 7]"
347,347,answer capital loc_2 largest_one population_1 state(all),answer capital loc_2 state(all) largest_one population_1,0,"[1, 2, 3, 6, 4, 5]"
348,348,answer capital loc_2 largest_one density_1 state(all),answer capital loc_2 state(all) largest_one density_1,0,"[1, 2, 3, 6, 4, 5]"
349,349,answer capital loc_2 state loc_1 longest river(all),answer capital loc_2 state loc_1 longest river(all),1,"[1, 2, 3, 4, 5, 6, 7]"
350,350,answer capital loc_2 largest_one population_1 state(all),answer capital loc_2 state(all) largest_one population_1,0,"[1, 2, 3, 6, 4, 5]"
351,351,answer capital loc_2 stateid(state_name),answer capital loc_2 stateid(state_name),1,"[1, 2, 3, 4]"
352,352,answer capital loc_2 stateid(state_name),answer capital loc_2 stateid(state_name),1,"[1, 2, 3, 4]"
353,353,answer capital loc_2 stateid(state_name),answer capital loc_2 stateid(state_name),1,"[1, 2, 3, 4]"
354,354,answer largest_one population_1 city loc_2 stateid(state_name),answer city loc_2 stateid(state_name) largest_one population_1,0,"[1, 4, 5, 6, 2, 3]"
355,355,answer smallest_one population_1 city(all),answer city(all) smallest_one population_1,0,"[1, 4, 2, 3]"
356,356,answer sum area_1 state(all),answer sum area_1 state(all),1,"[1, 2, 3, 4]"
357,357,answer sum population_1 state(all),answer sum population_1 state(all),1,"[1, 2, 3, 4]"
358,358,answer density_1 stateid(state_name),answer density_1 stateid(state_name),1,"[1, 2, 3]"
359,359,answer density_1 stateid(state_name),answer density_1 stateid(state_name),1,"[1, 2, 3]"
360,360,answer elevation_1 placeid(place_name),answer elevation_1 placeid(place_name),1,"[1, 2, 3]"
361,361,answer elevation_1 highest place loc_2 countryid(country_name),answer elevation_1 highest place loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5, 6]"
362,362,answer elevation_1 placeid(place_name),answer elevation_1 placeid(place_name),1,"[1, 2, 3]"
363,363,answer elevation_1 highest mountain loc_2 stateid(state_name),answer elevation_1 highest mountain loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5, 6]"
364,364,answer elevation_1 highest place loc_2 countryid(country_name),answer elevation_1 highest place loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5, 6]"
365,365,answer high_point_1 stateid(state_name),answer high_point_1 stateid(state_name),1,"[1, 2, 3]"
366,366,answer highest place loc_2 stateid(state_name),answer highest place loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]"
367,367,answer highest place loc_2 stateid(state_name),answer highest place loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]"
368,368,answer highest place loc_2 stateid(state_name),answer highest place loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]"
369,369,answer highest place loc_2 countryid(country_name),answer highest place loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5]"
370,370,answer highest mountain loc_2 stateid(state_name),answer highest mountain loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]"
371,371,answer highest mountain loc_2 stateid(state_name),answer highest mountain loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]"
372,372,answer highest mountain loc_2 countryid(country_name),answer highest mountain loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5]"
373,373,answer highest mountain loc_2 countryid(country_name),answer highest mountain loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5]"
374,374,answer highest place loc_2 stateid(state_name),answer highest place loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]"
375,375,answer highest place loc_2 stateid(state_name),answer highest place loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]"
376,376,answer highest place loc_2 state loc_1 place elevation_2 0,answer highest place loc_2 state loc_1 elevation_2 place 0,0,"[1, 2, 3, 4, 5, 6, 8, 7, 9]"
377,377,answer highest place loc_2 stateid(state_name),answer highest place loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]"
378,378,answer highest place loc_2 stateid(state_name),answer highest place loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]"
379,379,answer highest place loc_2 stateid(state_name),answer highest place loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]"
380,380,answer highest place loc_2 stateid(state_name),answer highest place loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]"
381,381,answer highest place loc_2 stateid(state_name),answer highest place loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]"
382,382,answer highest place loc_2 stateid(state_name),answer highest place loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]"
383,383,answer highest place loc_2 stateid(state_name),answer highest place loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]"
384,384,answer highest place loc_2 stateid(state_name),answer highest place loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]"
385,385,answer highest place loc_2 stateid(state_name),answer highest place loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]"
386,386,answer highest place loc_2 state next_to_2 stateid(state_name),answer highest place loc_2 state next_to_2 stateid(state_name),1,"[1, 2, 3, 4, 5, 6, 7]"
387,387,answer highest place loc_2 stateid(state_name),answer highest place loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]"
388,388,answer highest place loc_2 countryid(country_name),answer highest place loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5]"
389,389,answer highest place loc_2 smallest state(all),answer highest place loc_2 smallest state(all),1,"[1, 2, 3, 4, 5, 6]"
390,390,"answer highest place loc_2 state loc_1 capital cityid(city_name, _)","answer highest place loc_2 state loc_1 capital cityid(city_name, _)",1,"[1, 2, 3, 4, 5, 6, 7, 8, 9]"
391,391,"answer highest place loc_2 state loc_1 capital cityid(city_name, _)","answer highest place loc_2 state loc_1 capital cityid(city_name, _)",1,"[1, 2, 3, 4, 5, 6, 7, 8, 9]"
392,392,"answer highest place loc_2 state loc_1 capital cityid(city_name, _)","answer highest place loc_2 state loc_1 capital cityid(city_name, _)",1,"[1, 2, 3, 4, 5, 6, 7, 8, 9]"
393,393,answer highest place loc_2 most state traverse_1 river(all),answer highest place loc_2 traverse_1 state most river(all),0,"[1, 2, 3, 4, 7, 6, 5, 8]"
394,394,answer highest place loc_2 smallest_one population_1 state(all),answer highest place loc_2 state(all) smallest_one population_1,0,"[1, 2, 3, 4, 7, 5, 6]"
395,395,answer highest place loc_2 state next_to_2 stateid(state_name),answer highest place loc_2 state next_to_2 stateid(state_name),1,"[1, 2, 3, 4, 5, 6, 7]"
396,396,answer highest place loc_2 countryid(country_name),answer highest place loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5]"
397,397,answer highest place loc_2 countryid(country_name),answer highest place loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5]"
398,398,answer highest place loc_2 countryid(country_name),answer highest place loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5]"
399,399,answer highest place loc_2 stateid(state_name),answer highest place loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]"
400,400,answer highest place loc_2 stateid(state_name),answer highest place loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]"
401,401,answer highest place loc_2 largest_one area_1 state(all),answer highest place loc_2 state(all) largest_one area_1,0,"[1, 2, 3, 4, 7, 5, 6]"
402,402,answer highest place loc_2 smallest_one density_1 state(all),answer highest place loc_2 state(all) smallest_one density_1,0,"[1, 2, 3, 4, 7, 5, 6]"
403,403,answer highest place loc_2 countryid(country_name),answer highest place loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5]"
404,404,answer largest capital(all),answer largest capital(all),1,"[1, 2, 3]"
405,405,answer largest capital city loc_2 countryid(country_name),answer largest capital city loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5, 6]"
406,406,answer largest city loc_2 state next_to_2 stateid(state_name),answer largest city loc_2 state next_to_2 stateid(state_name),1,"[1, 2, 3, 4, 5, 6, 7]"
407,407,answer largest city loc_2 stateid(state_name),answer largest city loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]"
408,408,answer largest city loc_2 stateid(state_name),answer largest city loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]"
409,409,answer largest city loc_2 stateid(state_name),answer largest city loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]"
410,410,answer largest_one population_1 city loc_2 stateid(state_name),answer largest_one city loc_2 stateid(state_name) population_1,0,"[1, 2, 4, 5, 6, 3]"
411,411,answer largest city loc_2 stateid(state_name),answer largest city loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]"
412,412,answer largest city loc_2 stateid(state_name),answer largest city loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]"
413,413,answer largest city loc_2 smallest state traverse_1 riverid(river_name),answer largest city loc_2 smallest state traverse_1 riverid(river_name),1,"[1, 2, 3, 4, 5, 6, 7, 8]"
414,414,answer largest city loc_2 state next_to_2 stateid(state_name),answer largest city loc_2 state next_to_2 stateid(state_name),1,"[1, 2, 3, 4, 5, 6, 7]"
415,415,answer largest city loc_2 stateid(state_name),answer largest city loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]"
416,416,answer largest city loc_2 smallest state loc_2 countryid(country_name),answer largest city loc_2 smallest state loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5, 6, 7, 8]"
417,417,answer largest city loc_2 stateid(state_name),answer largest city loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]"
418,418,answer largest city loc_2 stateid(state_name),answer largest city loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]"
419,419,answer largest state traverse_1 riverid(river_name),answer largest state riverid(river_name) traverse_1,0,"[1, 2, 3, 5, 4]"
420,420,answer longest river loc_2 stateid(state_name),answer longest river loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]"
421,421,answer largest state(all),answer largest state(all),1,"[1, 2, 3]"
422,422,answer largest state next_to_2 stateid(state_name),answer largest state next_to_2 stateid(state_name),1,"[1, 2, 3, 4, 5]"
423,423,answer largest state next_to_2 stateid(state_name),answer largest state next_to_2 stateid(state_name),1,"[1, 2, 3, 4, 5]"
424,424,answer largest_one population_1 capital_1 state(all),answer largest_one state(all) capital_1 population_1,0,"[1, 2, 5, 4, 3]"
425,425,answer largest state loc_2 countryid(country_name),answer largest state loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5]"
426,426,answer largest state loc_2 countryid(country_name),answer largest state loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5]"
427,427,answer largest state next_to_2 stateid(state_name),answer largest state next_to_2 stateid(state_name),1,"[1, 2, 3, 4, 5]"
428,428,answer largest state next_to_2 stateid(state_name),answer largest state next_to_2 stateid(state_name),1,"[1, 2, 3, 4, 5]"
429,429,answer largest state next_to_2 largest_one population_1 state(all),answer largest state next_to_2 state(all) largest_one population_1,0,"[1, 2, 3, 4, 7, 5, 6]"
430,430,answer largest state next_to_2 state loc_1 lowest place loc_2 countryid(country_name),answer largest state next_to_2 state loc_1 lowest place loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]"
431,431,answer largest state traverse_1 riverid(river_name),answer largest state traverse_1 riverid(river_name),1,"[1, 2, 3, 4, 5]"
432,432,answer smallest_one population_1 state(all),answer smallest_one population_1 state(all),1,"[1, 2, 3, 4]"
433,433,answer len riverid(river_name),answer len riverid(river_name),1,"[1, 2, 3]"
434,434,"answer len intersection riverid(colorado', river loc_2 stateid(state_name)",answer len intersection riverid(river_name) river loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5, 6, 7]"
435,435,answer len longest river loc_2 countryid(country_name),answer len longest river loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5, 6]"
436,436,answer len longest river traverse_2 stateid(state_name),answer len longest river traverse_2 stateid(state_name),1,"[1, 2, 3, 4, 5, 6]"
437,437,answer len riverid(river_name),answer len riverid(river_name),1,"[1, 2, 3]"
438,438,answer len most river traverse_2 state(all),answer len river traverse_2 most state(all),0,"[1, 2, 4, 5, 3, 6]"
439,439,answer len most river traverse_2 state(all),answer len river traverse_2 most state(all),0,"[1, 2, 4, 5, 3, 6]"
440,440,answer len most river traverse_2 state(all),answer len river traverse_2 most state(all),0,"[1, 2, 4, 5, 3, 6]"
441,441,answer len most river traverse_2 state(all),answer len river traverse_2 most state(all),0,"[1, 2, 4, 5, 3, 6]"
442,442,answer longest river(all),answer longest river(all),1,"[1, 2, 3]"
443,443,answer longest river traverse_2 stateid(state_name),answer longest river traverse_2 stateid(state_name),1,"[1, 2, 3, 4, 5]"
444,444,answer longest river loc_2 countryid(country_name),answer longest river loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5]"
445,445,answer longest river loc_2 stateid(state_name),answer longest river loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]"
446,446,answer longest river loc_2 stateid(state_name),answer longest river loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]"
447,447,answer longest river loc_2 stateid(state_name),answer longest river loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]"
448,448,answer longest river loc_2 stateid(state_name),answer longest river loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]"
449,449,answer longest river loc_2 stateid(state_name),answer longest river loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]"
450,450,answer longest river loc_2 stateid(state_name),answer longest river loc_2 stateid(state_name),1,"[1, 2, 3, 4, 5]"
451,451,answer longest river loc_2 largest state(all),answer longest river loc_2 largest state(all),1,"[1, 2, 3, 4, 5, 6]"
452,452,answer longest river loc_2 smallest state loc_2 countryid(country_name),answer longest river loc_2 smallest state loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5, 6, 7, 8]"
453,453,answer longest river loc_2 state loc_1 highest place(all),answer longest river loc_2 state loc_1 highest place(all),1,"[1, 2, 3, 4, 5, 6, 7, 8]"
454,454,answer longest river loc_2 most state loc_1 major city(all),answer longest river loc_2 state loc_1 most major city(all),0,"[1, 2, 3, 4, 6, 7, 5, 8, 9]"
455,455,answer longest river loc_2 state next_to_2 stateid(state_name),answer longest river loc_2 state next_to_2 stateid(state_name),1,"[1, 2, 3, 4, 5, 6, 7]"
456,456,answer longest river loc_2 countryid(country_name),answer longest river loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5]"
457,457,answer longest river loc_2 countryid(country_name),answer longest river loc_2 countryid(country_name),1,"[1, 2, 3, 4, 5]"
458,458,answer longest exclude river(all) traverse_2 stateid(state_name),answer longest river(all) exclude traverse_2 stateid(state_name),0,"[1, 2, 4, 3, 5, 6]"
459,459,answer longest river traverse_2 state next_to_2 stateid(state_name),answer longest river traverse_2 state next_to_2 stateid(state_name),1,"[1, 2, 3, 4, 5, 6, 7]"
460,460,answer longest river traverse_2 stateid(state_name),answer longest river traverse_2 stateid(state_name),1,"[1, 2, 3, 4, 5]"
461,461,answer longest river traverse_2 state next_to_2 most state next_to_2 state(all),answer longest river traverse_2 state next_to_2 state next_to_2 most state(all),0,"[1, 2, 3, 4, 5, 6, 8, 9, 7, 10]"
462,462,answer longest river traverse_2 state next_to_2 stateid(state_name),answer longest river traverse_2 state next_to_2 stateid(state_name),1,"[1, 2, 3, 4, 5, 6, 7]"
