,split,NL,MR,ALIGNMENT
1411,train,what is the first flight after 8am from boston to san francisco,( _argmin $0 ( _and ( _flight $0 ) ( _> ( _departure_time $0 ) 800:_ti ) ( _from $0 boston:_ci ) ( _to $0 san_francisco:_ci ) ) ( _departure_time $0 ) ),"[['what', '_argmin'], ['NULL', '$0'], ['NULL', '_and'], ['is', 'NULL'], ['NULL', '$0'], ['the', 'NULL'], ['first', 'NULL'], ['NULL', '$0'], ['flight', '_flight'], ['after', '_>'], ['NULL', '$0'], ['8am', '800:_ti'], ['from', '_from'], ['NULL', '$0'], ['boston', 'boston:_ci'], ['NULL', '_departure_time'], ['NULL', '$0'], ['to', '_to'], ['san', 'san_francisco:_ci'], ['francisco', 'NULL']]"
1412,train,what ground transportation is there in atlanta,( _lambda $0 e ( _and ( _ground_transport $0 ) ( _to_city $0 atlanta:_ci ) ) ),"[['what', '_lambda'], ['NULL', '$0'], ['NULL', 'e'], ['NULL', '_and'], ['ground', '_ground_transport'], ['NULL', '$0'], ['transportation', 'NULL'], ['NULL', '$0'], ['is', 'NULL'], ['there', 'NULL'], ['in', '_to_city'], ['atlanta', 'atlanta:_ci']]"
1413,train,what airlines fly from burbank to denver,( _lambda $0 e ( _exists $1 ( _and ( _flight $1 ) ( _from $1 burbank:_ci ) ( _to $1 denver:_ci ) ( _= ( _airline:_e $1 ) $0 ) ) ) ),"[['what', '_lambda'], ['NULL', '$0'], ['NULL', 'e'], ['NULL', '_exists'], ['NULL', '$1'], ['NULL', '_and'], ['airlines', '_airline:_e'], ['fly', '_flight'], ['from', '_from'], ['NULL', '$1'], ['burbank', 'burbank:_ci'], ['to', '_to'], ['NULL', '$1'], ['denver', 'denver:_ci'], ['NULL', '_=']]"
1414,train,what is the seating capacity of a boeing 767,( _capacity ( _the $0 ( _and ( _aircraft_code:_t $0 ) ( _manufacturer $0 boeing:_mf ) ( _aircraft_basis_type $0 767:_bat ) ) ) ),"[['what', '_capacity'], ['NULL', '_the'], ['NULL', '$0'], ['NULL', '_and'], ['NULL', '_aircraft_code:_t'], ['NULL', '$0'], ['is', 'NULL'], ['NULL', '$0'], ['the', 'NULL'], ['seating', 'NULL'], ['NULL', '$0'], ['capacity', 'NULL'], ['of', 'NULL'], ['a', 'boeing:_mf'], ['boeing', '_manufacturer'], ['767', '767:_bat']]"
1415,train,could you tell me what flights you have that run daily from boston to san francisco please,( _lambda $0 e ( _and ( _flight $0 ) ( _daily $0 ) ( _from $0 boston:_ci ) ( _to $0 san_francisco:_ci ) ) ),"[['could', '_and'], ['NULL', '$0'], ['NULL', 'e'], ['you', 'NULL'], ['tell', 'NULL'], ['me', 'NULL'], ['what', '_lambda'], ['NULL', '$0'], ['flights', '_flight'], ['NULL', '$0'], ['you', 'NULL'], ['have', 'NULL'], ['NULL', '$0'], ['that', 'NULL'], ['run', '_daily'], ['daily', 'NULL'], ['from', '_from'], ['boston', 'boston:_ci'], ['to', '_to'], ['san', 'san_francisco:_ci'], ['francisco', 'NULL'], ['please', '$0']]"
1416,train,please list the flights from new york to los angeles,( _lambda $0 e ( _and ( _flight $0 ) ( _from $0 new_york:_ci ) ( _to $0 los_angeles:_ci ) ) ),"[['please', '_lambda'], ['NULL', '$0'], ['list', 'e'], ['NULL', '_and'], ['the', 'NULL'], ['flights', '_flight'], ['from', '_from'], ['NULL', '$0'], ['new', 'new_york:_ci'], ['york', 'NULL'], ['NULL', '$0'], ['to', '_to'], ['los', 'los_angeles:_ci'], ['angeles', 'NULL']]"
1417,train,i need a flight from pittsburgh to new york leaving at 5pm,( _lambda $0 e ( _and ( _flight $0 ) ( _departure_time $0 1700:_ti ) ( _from $0 pittsburgh:_ci ) ( _to $0 new_york:_ci ) ) ),"[['i', '_lambda'], ['NULL', '$0'], ['NULL', 'e'], ['NULL', '_and'], ['need', 'NULL'], ['NULL', '$0'], ['a', 'NULL'], ['flight', '_flight'], ['from', '_from'], ['pittsburgh', 'pittsburgh:_ci'], ['NULL', '$0'], ['to', '_to'], ['new', 'new_york:_ci'], ['NULL', '$0'], ['york', 'NULL'], ['leaving', '_departure_time'], ['at', '1700:_ti'], ['5pm', 'NULL']]"
1418,train,what time is the last flight from washington to san francisco,( _departure_time ( _argmax $0 ( _and ( _flight $0 ) ( _from $0 washington:_ci ) ( _to $0 san_francisco:_ci ) ) ( _departure_time $0 ) ) ),"[['NULL', '_departure_time'], ['what', '_argmax'], ['NULL', '$0'], ['NULL', '_and'], ['time', '_departure_time'], ['NULL', '$0'], ['is', 'NULL'], ['NULL', '$0'], ['the', 'NULL'], ['last', 'NULL'], ['NULL', '$0'], ['flight', '_flight'], ['from', '_from'], ['NULL', '$0'], ['washington', 'washington:_ci'], ['to', '_to'], ['san', 'san_francisco:_ci'], ['francisco', 'NULL']]"
1419,train,what is the cheapest flight from long beach to memphis,( _argmin $0 ( _and ( _flight $0 ) ( _from $0 long_beach:_ci ) ( _to $0 memphis:_ci ) ) ( _fare $0 ) ),"[['what', '_argmin'], ['NULL', '$0'], ['NULL', '_and'], ['is', 'NULL'], ['NULL', '$0'], ['the', 'NULL'], ['NULL', '$0'], ['cheapest', '_fare'], ['flight', '_flight'], ['NULL', '$0'], ['from', '_from'], ['long', 'long_beach:_ci'], ['NULL', '$0'], ['beach', 'NULL'], ['to', '_to'], ['memphis', 'memphis:_ci']]"
1420,train,show flights from denver to oakland,( _lambda $0 e ( _and ( _flight $0 ) ( _from $0 denver:_ci ) ( _to $0 oakland:_ci ) ) ),"[['show', '_lambda'], ['NULL', '$0'], ['NULL', 'e'], ['NULL', '_and'], ['flights', '_flight'], ['NULL', '$0'], ['from', '_from'], ['NULL', '$0'], ['denver', 'denver:_ci'], ['to', '_to'], ['NULL', '$0'], ['oakland', 'oakland:_ci']]"
1421,train,where is general mitchell international located,( _lambda $0 e ( _loc:_t mke:_ap $0 ) ),"[['NULL', '_lambda'], ['NULL', '$0'], ['NULL', 'e'], ['where', '_loc:_t'], ['is', 'NULL'], ['NULL', '$0'], ['general', 'mke:_ap'], ['mitchell', 'NULL'], ['international', 'NULL'], ['located', 'NULL']]"
1422,train,show me the costs and times for flights from san francisco to atlanta,( _lambda $0 e ( _lambda $1 e ( _lambda $2 e ( _and ( _flight $2 ) ( _from $2 san_francisco:_ci ) ( _to $2 atlanta:_ci ) ( _= ( _departure_time $2 ) $1 ) ( _= ( _fare $2 ) $0 ) ) ) ) ),"[['NULL', '_lambda'], ['NULL', '$0'], ['NULL', 'e'], ['show', '_lambda'], ['NULL', '$1'], ['NULL', 'e'], ['NULL', '_lambda'], ['me', 'NULL'], ['NULL', 'e'], ['NULL', '_and'], ['the', 'NULL'], ['costs', '$2'], ['and', 'NULL'], ['NULL', '$2'], ['times', '_='], ['for', 'NULL'], ['flights', '_flight'], ['from', '_from'], ['san', 'san_francisco:_ci'], ['NULL', '_departure_time'], ['NULL', '$2'], ['NULL', '$1'], ['NULL', '_='], ['NULL', '_fare'], ['NULL', '$2'], ['NULL', '$0'], ['francisco', 'NULL'], ['to', '_to'], ['atlanta', 'atlanta:_ci']]"
1423,train,show me the flights from boston to pittsburgh on wednesday or thursday,( _lambda $0 e ( _and ( _flight $0 ) ( _from $0 boston:_ci ) ( _to $0 pittsburgh:_ci ) ( _or ( _day $0 wednesday:_da ) ( _day $0 thursday:_da ) ) ) ),"[['show', '_lambda'], ['NULL', '$0'], ['me', 'e'], ['NULL', '_and'], ['the', 'NULL'], ['flights', '_flight'], ['from', '_from'], ['NULL', '$0'], ['boston', 'boston:_ci'], ['to', '_to'], ['NULL', '$0'], ['pittsburgh', 'pittsburgh:_ci'], ['on', '_day'], ['wednesday', 'wednesday:_da'], ['or', '_or'], ['thursday', 'thursday:_da']]"
1424,train,flights from westchester county to san francisco daily,( _lambda $0 e ( _and ( _flight $0 ) ( _daily $0 ) ( _from $0 westchester_county:_ci ) ( _to $0 san_francisco:_ci ) ) ),"[['NULL', '_lambda'], ['NULL', '$0'], ['NULL', 'e'], ['NULL', '_and'], ['flights', '_flight'], ['NULL', '$0'], ['from', '_from'], ['NULL', '$0'], ['westchester', 'westchester_county:_ci'], ['NULL', '$0'], ['county', 'NULL'], ['to', '_to'], ['NULL', '$0'], ['san', 'san_francisco:_ci'], ['francisco', 'NULL'], ['daily', '_daily']]"
1425,train,list all flights from denver to philadelphia,( _lambda $0 e ( _and ( _flight $0 ) ( _from $0 denver:_ci ) ( _to $0 philadelphia:_ci ) ) ),"[['list', '_lambda'], ['NULL', '$0'], ['NULL', 'e'], ['NULL', '_and'], ['all', 'NULL'], ['flights', '_flight'], ['from', '_from'], ['NULL', '$0'], ['denver', 'denver:_ci'], ['to', '_to'], ['NULL', '$0'], ['philadelphia', 'philadelphia:_ci']]"
1426,train,what flights are available from san francisco to pittsburgh on thursday evening,( _lambda $0 e ( _and ( _flight $0 ) ( _during_day $0 evening:_pd ) ( _from $0 san_francisco:_ci ) ( _to $0 pittsburgh:_ci ) ( _day $0 thursday:_da ) ) ),"[['what', '_lambda'], ['NULL', '$0'], ['NULL', 'e'], ['NULL', '_and'], ['flights', '_flight'], ['NULL', '$0'], ['NULL', '_during_day'], ['NULL', '$0'], ['are', 'NULL'], ['available', 'NULL'], ['from', '_from'], ['san', 'san_francisco:_ci'], ['francisco', 'NULL'], ['NULL', '$0'], ['to', '_to'], ['pittsburgh', 'pittsburgh:_ci'], ['NULL', '$0'], ['on', '_day'], ['thursday', 'thursday:_da'], ['evening', 'evening:_pd']]"
1427,train,i need a first class ticket on united airlines from denver to baltimore scheduled for december seventeenth,( _lambda $0 e ( _and ( _airline $0 ua:_al ) ( _class_type $0 first:_cl ) ( _from $0 denver:_ci ) ( _to $0 baltimore:_ci ) ( _day_number $0 17:_dn ) ( _month $0 december:_mn ) ) ),"[['i', '_lambda'], ['NULL', '$0'], ['NULL', 'e'], ['NULL', '_and'], ['need', 'NULL'], ['NULL', '$0'], ['a', 'NULL'], ['first', 'first:_cl'], ['class', '_class_type'], ['ticket', '17:_dn'], ['on', '_day_number'], ['united', 'ua:_al'], ['airlines', '_airline'], ['from', '_from'], ['NULL', '$0'], ['denver', 'denver:_ci'], ['to', '_to'], ['NULL', '$0'], ['baltimore', 'baltimore:_ci'], ['NULL', '_month'], ['NULL', '$0'], ['scheduled', 'NULL'], ['for', 'NULL'], ['december', 'december:_mn'], ['seventeenth', 'NULL']]"
1428,train,show me the one way flights from detroit to westchester county,( _lambda $0 e ( _and ( _flight $0 ) ( _oneway $0 ) ( _from $0 detroit:_ci ) ( _to $0 westchester_county:_ci ) ) ),"[['show', '_lambda'], ['NULL', '$0'], ['me', 'e'], ['NULL', '_and'], ['the', 'NULL'], ['NULL', '$0'], ['one', '_oneway'], ['NULL', '$0'], ['way', 'NULL'], ['NULL', '$0'], ['flights', '_flight'], ['from', '_from'], ['NULL', '$0'], ['detroit', 'detroit:_ci'], ['to', '_to'], ['westchester', 'westchester_county:_ci'], ['county', 'NULL']]"
1429,train,show me the flights from st. petersburg to salt lake city that arrive before noon,( _lambda $0 e ( _and ( _flight $0 ) ( _< ( _arrival_time $0 ) 1200:_ti ) ( _from $0 st_petersburg:_ci ) ( _to $0 salt_lake_city:_ci ) ) ),"[['show', '_lambda'], ['NULL', '$0'], ['NULL', 'e'], ['NULL', '_and'], ['me', 'NULL'], ['NULL', '$0'], ['the', 'NULL'], ['flights', '_flight'], ['NULL', '$0'], ['from', '_from'], ['st.', 'st_petersburg:_ci'], ['NULL', '$0'], ['petersburg', 'NULL'], ['to', '_to'], ['NULL', '$0'], ['salt', 'salt_lake_city:_ci'], ['lake', 'NULL'], ['city', 'NULL'], ['that', 'NULL'], ['arrive', '_arrival_time'], ['before', '_<'], ['noon', '1200:_ti']]"
1430,train,can you show me flights from dallas to atlanta on tuesday night,( _lambda $0 e ( _and ( _flight $0 ) ( _during_day $0 late:_pd ) ( _from $0 dallas:_ci ) ( _to $0 atlanta:_ci ) ( _day $0 tuesday:_da ) ) ),"[['can', '_lambda'], ['NULL', '$0'], ['NULL', 'e'], ['NULL', '_and'], ['you', 'NULL'], ['show', 'NULL'], ['NULL', '_during_day'], ['NULL', '$0'], ['me', 'NULL'], ['flights', '_flight'], ['NULL', '$0'], ['from', '_from'], ['dallas', 'dallas:_ci'], ['NULL', '$0'], ['to', '_to'], ['atlanta', 'atlanta:_ci'], ['NULL', '$0'], ['on', '_day'], ['tuesday', 'tuesday:_da'], ['night', 'late:_pd']]"
1431,train,okay i'd like to fly from denver to pittsburgh,( _lambda $0 e ( _and ( _flight $0 ) ( _from $0 denver:_ci ) ( _to $0 pittsburgh:_ci ) ) ),"[['okay', '_lambda'], ['NULL', '$0'], ['NULL', 'e'], [""i'd"", '_and'], ['like', 'NULL'], ['NULL', '$0'], ['to', 'NULL'], ['fly', '_flight'], ['from', '_from'], ['denver', 'denver:_ci'], ['NULL', '$0'], ['to', '_to'], ['pittsburgh', 'pittsburgh:_ci']]"
1432,train,flights from dallas to houston in the morning,( _lambda $0 e ( _and ( _flight $0 ) ( _during_day $0 morning:_pd ) ( _from $0 dallas:_ci ) ( _to $0 houston:_ci ) ) ),"[['NULL', '_lambda'], ['NULL', '$0'], ['NULL', 'e'], ['NULL', '_and'], ['flights', '_flight'], ['NULL', '$0'], ['from', '_from'], ['NULL', '$0'], ['dallas', 'dallas:_ci'], ['to', '_to'], ['NULL', '$0'], ['houston', 'houston:_ci'], ['in', '_during_day'], ['NULL', '$0'], ['the', 'NULL'], ['morning', 'morning:_pd']]"
1433,train,what is the last flight from boston to atlanta,( _argmax $0 ( _and ( _flight $0 ) ( _from $0 boston:_ci ) ( _to $0 atlanta:_ci ) ) ( _departure_time $0 ) ),"[['what', '_argmax'], ['NULL', '$0'], ['NULL', '_and'], ['is', 'NULL'], ['NULL', '$0'], ['the', 'NULL'], ['last', 'NULL'], ['flight', '_flight'], ['from', '_from'], ['NULL', '$0'], ['boston', 'boston:_ci'], ['NULL', '_departure_time'], ['NULL', '$0'], ['to', '_to'], ['atlanta', 'atlanta:_ci']]"
1434,train,what's the next smallest plane after a turboprop,( _argmin $0 ( _and ( _aircraft $0 ) ( _not ( _turboprop $0 ) ) ( _> ( _capacity $0 ) ( _capacity ( _the $1 ( _and ( _aircraft $1 ) ( _turboprop $1 ) ) ) ) ) ) ( _capacity $0 ) ),"[[""what's"", '_argmin'], ['NULL', '$0'], ['NULL', '_and'], ['NULL', '_aircraft'], ['NULL', '$0'], ['NULL', '_not'], ['the', 'NULL'], ['next', '_turboprop'], ['smallest', '_capacity'], ['NULL', '_capacity'], ['NULL', '$0'], ['plane', '_aircraft'], ['after', '_>'], ['NULL', '$1'], ['NULL', '_and'], ['a', 'NULL'], ['NULL', '$1'], ['turboprop', '_turboprop'], ['NULL', '$1'], ['NULL', '_capacity'], ['NULL', '$0']]"
1435,train,what flights from st. paul to kansas city on friday with a meal,( _lambda $0 e ( _and ( _flight $0 ) ( _has_meal $0 ) ( _from $0 st_paul:_ci ) ( _to $0 kansas_city:_ci ) ( _day $0 friday:_da ) ) ),"[['what', '_lambda'], ['NULL', '$0'], ['NULL', 'e'], ['NULL', '_and'], ['flights', '_flight'], ['NULL', '$0'], ['from', '_from'], ['NULL', '$0'], ['st.', 'st_paul:_ci'], ['NULL', '$0'], ['paul', 'NULL'], ['to', '_to'], ['NULL', '$0'], ['kansas', 'kansas_city:_ci'], ['city', 'NULL'], ['NULL', '$0'], ['on', '_day'], ['friday', 'friday:_da'], ['with', '_has_meal'], ['a', 'NULL'], ['meal', 'NULL']]"
1436,train,show me the car rentals in baltimore,( _lambda $0 e ( _and ( _rental_car $0 ) ( _to_city $0 baltimore:_ci ) ) ),"[['show', '_lambda'], ['NULL', '$0'], ['me', 'e'], ['NULL', '_and'], ['the', 'NULL'], ['car', '_rental_car'], ['rentals', 'NULL'], ['NULL', '$0'], ['in', '_to_city'], ['baltimore', 'baltimore:_ci']]"
1437,train,morning flight from atlanta to philadelphia,( _lambda $0 e ( _and ( _flight $0 ) ( _during_day $0 morning:_pd ) ( _from $0 atlanta:_ci ) ( _to $0 philadelphia:_ci ) ) ),"[['NULL', '_lambda'], ['NULL', '$0'], ['NULL', 'e'], ['NULL', '_and'], ['morning', 'morning:_pd'], ['flight', '_flight'], ['NULL', '_during_day'], ['NULL', '$0'], ['from', '_from'], ['atlanta', 'atlanta:_ci'], ['NULL', '$0'], ['to', '_to'], ['philadelphia', 'philadelphia:_ci']]"
1438,train,show me the fares on all flights round trip from pittsburgh to oakland,( _lambda $0 e ( _exists $1 ( _and ( _flight $1 ) ( _round_trip $1 ) ( _from $1 pittsburgh:_ci ) ( _to $1 oakland:_ci ) ( _= ( _fare $1 ) $0 ) ) ) ),"[['show', '_lambda'], ['NULL', '$0'], ['me', 'NULL'], ['NULL', '_exists'], ['NULL', '$1'], ['NULL', '_and'], ['the', 'NULL'], ['NULL', '$1'], ['fares', '_fare'], ['NULL', '$1'], ['on', 'NULL'], ['all', 'e'], ['flights', '_flight'], ['round', '_round_trip'], ['NULL', '$1'], ['trip', 'NULL'], ['NULL', '_='], ['from', '_from'], ['NULL', '$1'], ['NULL', '$0'], ['pittsburgh', 'pittsburgh:_ci'], ['to', '_to'], ['oakland', 'oakland:_ci']]"
1439,train,what is the cost of limousine service in philadelphia,( _lambda $0 e ( _exists $1 ( _and ( _limousine $1 ) ( _to_city $1 philadelphia:_ci ) ( _= ( _ground_fare $1 ) $0 ) ) ) ),"[['what', '_lambda'], ['NULL', '$0'], ['NULL', 'e'], ['is', 'NULL'], ['NULL', '$1'], ['NULL', '_and'], ['the', 'NULL'], ['NULL', '$1'], ['cost', '_ground_fare'], ['of', '_exists'], ['limousine', '_limousine'], ['NULL', '_='], ['service', 'NULL'], ['NULL', '$1'], ['NULL', '$0'], ['in', '_to_city'], ['philadelphia', 'philadelphia:_ci']]"
1440,train,show me flights from denver to washington dc on a wednesday,( _lambda $0 e ( _and ( _flight $0 ) ( _from $0 denver:_ci ) ( _to $0 washington:_ci ) ( _day $0 wednesday:_da ) ) ),"[['show', '_lambda'], ['NULL', '$0'], ['NULL', 'e'], ['NULL', '_and'], ['me', 'NULL'], ['flights', '_flight'], ['from', '_from'], ['NULL', '$0'], ['denver', 'denver:_ci'], ['to', '_to'], ['NULL', '$0'], ['washington', 'washington:_ci'], ['dc', 'NULL'], ['NULL', '$0'], ['on', '_day'], ['a', 'NULL'], ['wednesday', 'wednesday:_da']]"
1441,train,what is the coach fare between boston and atlanta on delta,( _lambda $0 e ( _exists $1 ( _and ( _airline $1 dl:_al ) ( _class_type $1 coach:_cl ) ( _from $1 boston:_ci ) ( _to $1 atlanta:_ci ) ( _= ( _fare $1 ) $0 ) ) ) ),"[['what', '_lambda'], ['NULL', '$0'], ['NULL', 'e'], ['NULL', '_exists'], ['NULL', '$1'], ['NULL', '_and'], ['is', 'NULL'], ['NULL', '$1'], ['the', 'NULL'], ['NULL', '_class_type'], ['NULL', '$1'], ['coach', 'coach:_cl'], ['fare', '_fare'], ['between', '_from'], ['boston', 'boston:_ci'], ['and', '_to'], ['NULL', '$1'], ['atlanta', 'atlanta:_ci'], ['NULL', '_='], ['on', '_airline'], ['NULL', '$1'], ['NULL', '$0'], ['delta', 'dl:_al']]"
1442,train,are there any flights from boston to oakland that stop,( _lambda $0 e ( _and ( _flight $0 ) ( _from $0 boston:_ci ) ( _to $0 oakland:_ci ) ( _has_stops $0 ) ) ),"[['NULL', '_lambda'], ['NULL', '$0'], ['NULL', 'e'], ['NULL', '_and'], ['are', 'NULL'], ['NULL', '$0'], ['there', 'NULL'], ['NULL', '$0'], ['any', '_has_stops'], ['flights', '_flight'], ['NULL', '$0'], ['from', '_from'], ['boston', 'boston:_ci'], ['NULL', '$0'], ['to', '_to'], ['oakland', 'oakland:_ci'], ['that', 'NULL'], ['stop', 'NULL']]"
1443,train,oakland to philadelphia saturday,( _lambda $0 e ( _and ( _from $0 oakland:_ci ) ( _to $0 philadelphia:_ci ) ( _day $0 saturday:_da ) ) ),"[['NULL', '_lambda'], ['NULL', '$0'], ['NULL', 'e'], ['NULL', '_and'], ['NULL', '_from'], ['NULL', '$0'], ['oakland', 'oakland:_ci'], ['to', '_to'], ['NULL', '$0'], ['philadelphia', 'philadelphia:_ci'], ['NULL', '_day'], ['NULL', '$0'], ['saturday', 'saturday:_da']]"
1444,train,how long does the ground transportation take from the salt lake city airport,( _lambda $0 e ( _exists $1 ( _and ( _= ( _minutes_distant $1 ) $0 ) ( _to_city $1 salt_lake_city:_ci ) ( _from_airport $1 slc:_ap ) ) ) ),"[['how', '_lambda'], ['NULL', '$0'], ['NULL', 'e'], ['NULL', '_exists'], ['NULL', '$1'], ['NULL', '_and'], ['NULL', '_='], ['long', '_minutes_distant'], ['NULL', '$1'], ['NULL', '$0'], ['does', 'NULL'], ['NULL', '$1'], ['the', 'NULL'], ['ground', 'NULL'], ['NULL', '$1'], ['NULL', 'slc:_ap'], ['transportation', 'NULL'], ['take', 'NULL'], ['from', '_to_city'], ['the', 'NULL'], ['salt', 'salt_lake_city:_ci'], ['lake', 'NULL'], ['city', 'NULL'], ['airport', '_from_airport']]"
1445,train,what flights from kansas city to chicago next wednesday arrive at chicago at about 7pm,( _lambda $0 e ( _and ( _flight $0 ) ( _approx_arrival_time $0 1900:_ti ) ( _from $0 kansas_city:_ci ) ( _to $0 chicago:_ci ) ( _day $0 wednesday:_da ) ) ),"[['what', '_lambda'], ['NULL', '$0'], ['NULL', 'e'], ['NULL', '_and'], ['flights', '_flight'], ['NULL', '$0'], ['from', '_from'], ['NULL', '$0'], ['kansas', 'kansas_city:_ci'], ['city', 'NULL'], ['NULL', '$0'], ['to', '_to'], ['chicago', 'chicago:_ci'], ['NULL', '$0'], ['next', '_day'], ['wednesday', 'wednesday:_da'], ['arrive', '_approx_arrival_time'], ['at', '1900:_ti'], ['chicago', 'NULL'], ['at', 'NULL'], ['about', 'NULL'], ['7pm', 'NULL']]"
1446,train,what's the cheapest of the dallas to atlanta flights which are after 2 in the afternoon,( _argmin $0 ( _and ( _flight $0 ) ( _> ( _departure_time $0 ) 1400:_ti ) ( _from $0 dallas:_ci ) ( _to $0 atlanta:_ci ) ) ( _fare $0 ) ),"[[""what's"", '_argmin'], ['NULL', '$0'], ['NULL', '_and'], ['the', 'NULL'], ['NULL', '$0'], ['cheapest', '_fare'], ['of', 'NULL'], ['NULL', '$0'], ['the', 'NULL'], ['NULL', '_from'], ['NULL', '$0'], ['dallas', 'dallas:_ci'], ['to', '_to'], ['NULL', '$0'], ['atlanta', 'atlanta:_ci'], ['flights', '_flight'], ['NULL', '$0'], ['which', '_departure_time'], ['are', 'NULL'], ['after', '_>'], ['2', '1400:_ti'], ['in', 'NULL'], ['the', 'NULL'], ['afternoon', 'NULL']]"
1447,train,could i have a listing of flights leaving boston going to baltimore leaving wednesday after 2100,( _lambda $0 e ( _and ( _flight $0 ) ( _> ( _departure_time $0 ) 2100:_ti ) ( _from $0 boston:_ci ) ( _to $0 baltimore:_ci ) ( _day $0 wednesday:_da ) ) ),"[['NULL', '_lambda'], ['NULL', '$0'], ['NULL', 'e'], ['could', '_and'], ['i', 'NULL'], ['NULL', '$0'], ['have', 'NULL'], ['NULL', '_departure_time'], ['NULL', '$0'], ['a', 'NULL'], ['listing', '2100:_ti'], ['NULL', '$0'], ['of', 'NULL'], ['flights', '_flight'], ['NULL', '$0'], ['leaving', '_from'], ['boston', 'boston:_ci'], ['NULL', '$0'], ['going', 'NULL'], ['to', '_to'], ['baltimore', 'baltimore:_ci'], ['leaving', '_day'], ['wednesday', 'wednesday:_da'], ['after', '_>'], ['2100', 'NULL']]"
1448,train,show me prices of flights from baltimore to dallas,( _lambda $0 e ( _exists $1 ( _and ( _flight $1 ) ( _from $1 baltimore:_ci ) ( _to $1 dallas:_ci ) ( _= ( _fare $1 ) $0 ) ) ) ),"[['show', '_lambda'], ['NULL', '$0'], ['NULL', 'e'], ['me', 'NULL'], ['NULL', '$1'], ['NULL', '_and'], ['prices', '_fare'], ['of', '_exists'], ['flights', '_flight'], ['NULL', '$1'], ['from', '_from'], ['baltimore', 'baltimore:_ci'], ['NULL', '$1'], ['to', '_to'], ['NULL', '_='], ['dallas', 'dallas:_ci'], ['NULL', '$1'], ['NULL', '$0']]"
1449,train,okay could you get me a round trip ticket from indianapolis to kansas city,( _lambda $0 e ( _and ( _round_trip $0 ) ( _from $0 indianapolis:_ci ) ( _to $0 kansas_city:_ci ) ) ),"[['okay', '_lambda'], ['NULL', '$0'], ['NULL', 'e'], ['could', '_and'], ['you', 'NULL'], ['NULL', '$0'], ['get', 'NULL'], ['NULL', '$0'], ['me', 'NULL'], ['a', 'NULL'], ['round', '_round_trip'], ['trip', 'NULL'], ['ticket', 'NULL'], ['from', '_from'], ['indianapolis', 'indianapolis:_ci'], ['to', '_to'], ['kansas', 'kansas_city:_ci'], ['city', 'NULL']]"
1450,train,flights from denver to philadelphia include fares,( _lambda $0 e ( _lambda $1 e ( _and ( _flight $0 ) ( _from $0 denver:_ci ) ( _to $0 philadelphia:_ci ) ( _= ( _fare $0 ) $1 ) ) ) ),"[['NULL', '_lambda'], ['NULL', '$0'], ['NULL', 'e'], ['NULL', '_lambda'], ['NULL', '$1'], ['NULL', 'e'], ['NULL', '_and'], ['flights', '_flight'], ['NULL', '$0'], ['from', '_from'], ['NULL', '$0'], ['denver', 'denver:_ci'], ['to', '_to'], ['NULL', '$0'], ['philadelphia', 'philadelphia:_ci'], ['include', '_='], ['fares', '_fare'], ['NULL', '$0'], ['NULL', '$1']]"
1451,train,what are the flights from dallas to san francisco on tuesday october first,( _lambda $0 e ( _and ( _flight $0 ) ( _from $0 dallas:_ci ) ( _to $0 san_francisco:_ci ) ( _day $0 tuesday:_da ) ( _day_number $0 1:_dn ) ( _month $0 october:_mn ) ) ),"[['what', '_lambda'], ['NULL', '$0'], ['NULL', 'e'], ['NULL', '_and'], ['are', 'NULL'], ['NULL', '$0'], ['the', 'NULL'], ['flights', '_flight'], ['from', '_from'], ['dallas', 'dallas:_ci'], ['NULL', '$0'], ['to', '_to'], ['san', 'san_francisco:_ci'], ['NULL', '$0'], ['francisco', 'NULL'], ['NULL', '_day_number'], ['NULL', '$0'], ['on', '_day'], ['NULL', '_month'], ['NULL', '$0'], ['tuesday', 'tuesday:_da'], ['october', 'october:_mn'], ['first', '1:_dn']]"
1452,train,i want to travel from kansas city to st. paul and be there by dinnertime,( _lambda $0 e ( _and ( _< ( _arrival_time $0 ) 1700:_ti ) ( _from $0 kansas_city:_ci ) ( _to $0 st_paul:_ci ) ) ),"[['i', '_lambda'], ['NULL', '$0'], ['NULL', 'e'], ['NULL', '_and'], ['want', 'NULL'], ['to', 'NULL'], ['NULL', '$0'], ['travel', 'NULL'], ['from', '_from'], ['NULL', '$0'], ['kansas', 'kansas_city:_ci'], ['city', 'NULL'], ['NULL', '$0'], ['to', '_to'], ['st.', 'st_paul:_ci'], ['paul', 'NULL'], ['and', '_arrival_time'], ['be', '1700:_ti'], ['there', 'NULL'], ['by', '_<'], ['dinnertime', 'NULL']]"
