,split,NL,MR,ALIGNMENT
1363,train,i want to see the cheapest flight from denver to pittsburgh,"answer(argmin_fare(_flight(intersection(_from_2(city_name(denver)),_to_2(city_name(pittsburgh))))))","[['i', 'answer'], ['want', 'NULL'], ['to', 'NULL'], ['see', 'argmin_fare'], ['the', 'NULL'], ['cheapest', 'NULL'], ['flight', '_flight'], ['from', '_from_2'], ['denver', 'city_name(denver)'], ['to', '_to_2'], ['pittsburgh', 'city_name(pittsburgh)']]"
1364,train,i'd like to go from boston to pittsburgh to find the cheapest flight,"answer(argmin_fare(_flight(intersection(_from_2(city_name(boston)),_to_2(city_name(pittsburgh))))))","[[""i'd"", 'answer'], ['like', 'NULL'], ['to', 'NULL'], ['go', 'intersection'], ['from', '_from_2'], ['boston', 'city_name(boston)'], ['to', '_to_2'], ['pittsburgh', 'city_name(pittsburgh)'], ['to', 'NULL'], ['find', 'argmin_fare'], ['the', 'NULL'], ['cheapest', 'NULL'], ['flight', '_flight']]"
1365,train,tell me about flights from salt lake city to st. petersburg,"answer(_flight(intersection(_from_2(city_name(salt_lake_city)),_to_2(city_name(st_petersburg)))))","[['tell', 'answer'], ['me', 'NULL'], ['NULL', 'intersection'], ['about', 'NULL'], ['flights', '_flight'], ['from', '_from_2'], ['salt', 'city_name(salt_lake_city)'], ['lake', 'NULL'], ['city', 'NULL'], ['to', '_to_2'], ['st.', 'city_name(st_petersburg)'], ['petersburg', 'NULL']]"
1366,train,what's the cheapest one way ticket from baltimore to atlanta,"answer(argmin_fare(_oneway(intersection(_from_2(city_name(baltimore)),_to_2(city_name(atlanta))))))","[[""what's"", 'answer'], ['the', 'NULL'], ['cheapest', 'argmin_fare'], ['NULL', 'intersection'], ['one', '_oneway'], ['way', 'NULL'], ['ticket', 'NULL'], ['from', '_from_2'], ['baltimore', 'city_name(baltimore)'], ['to', '_to_2'], ['atlanta', 'city_name(atlanta)']]"
1367,train,i would like to fly from denver to pittsburgh on the cheapest flight possible,"answer(argmin_fare(_flight(intersection(_from_2(city_name(denver)),_to_2(city_name(pittsburgh))))))","[['i', 'answer'], ['would', 'NULL'], ['like', 'NULL'], ['NULL', 'intersection'], ['to', 'NULL'], ['fly', '_flight'], ['from', '_from_2'], ['denver', 'city_name(denver)'], ['to', '_to_2'], ['pittsburgh', 'city_name(pittsburgh)'], ['on', 'NULL'], ['the', 'NULL'], ['cheapest', 'argmin_fare'], ['flight', 'NULL'], ['possible', 'NULL']]"
1368,train,i'd like to arrange a trip to baltimore on january first,"answer(intersection(_to_2(city_name(baltimore)),_day_number_2(day_number(1)),_month_2(month(january))))","[[""i'd"", 'answer'], ['like', 'NULL'], ['to', 'NULL'], ['arrange', 'intersection'], ['NULL', '_day_number_2'], ['NULL', 'day_number'], ['a', 'NULL'], ['trip', 'NULL'], ['to', '_to_2'], ['baltimore', 'city_name(baltimore)'], ['on', 'month'], ['january', 'january'], ['first', '1']]"
1369,train,what is the transportation time from the airport to boston,answer(_minutes_distant(_to_city_2(city_name(boston)))),"[['what', 'answer'], ['is', '_minutes_distant'], ['the', 'NULL'], ['transportation', '_to_city_2'], ['time', 'NULL'], ['from', 'NULL'], ['the', 'NULL'], ['airport', 'NULL'], ['to', 'NULL'], ['boston', 'city_name(boston)']]"
1370,train,what is the cheapest one way ticket from denver to pittsburgh,"answer(argmin_fare(_oneway(intersection(_from_2(city_name(denver)),_to_2(city_name(pittsburgh))))))","[['what', 'answer'], ['is', 'argmin_fare'], ['the', 'NULL'], ['cheapest', 'NULL'], ['one', '_oneway'], ['way', 'NULL'], ['ticket', 'NULL'], ['from', '_from_2'], ['denver', 'city_name(denver)'], ['to', '_to_2'], ['pittsburgh', 'city_name(pittsburgh)']]"
1371,train,what's the cheapest flight from atlanta to baltimore,"answer(argmin_fare(_flight(intersection(_from_2(city_name(atlanta)),_to_2(city_name(baltimore))))))","[[""what's"", 'answer'], ['the', 'NULL'], ['cheapest', 'argmin_fare'], ['NULL', 'intersection'], ['flight', '_flight'], ['from', '_from_2'], ['atlanta', 'city_name(atlanta)'], ['to', '_to_2'], ['baltimore', 'city_name(baltimore)']]"
1372,train,list the cheapest flight from charlotte to memphis,"answer(argmin_fare(_flight(intersection(_from_2(city_name(charlotte)),_to_2(city_name(memphis))))))","[['list', 'answer'], ['the', 'NULL'], ['cheapest', 'argmin_fare'], ['NULL', 'intersection'], ['flight', '_flight'], ['from', '_from_2'], ['charlotte', 'city_name(charlotte)'], ['to', '_to_2'], ['memphis', 'city_name(memphis)']]"
1373,train,how much time does it take to go between the airport and downtown by ground transportation in dallas,answer(_minutes_distant(_to_city_2(city_name(dallas)))),"[['how', 'answer'], ['much', '_minutes_distant'], ['time', 'NULL'], ['does', 'NULL'], ['it', 'NULL'], ['take', 'NULL'], ['to', 'NULL'], ['go', 'NULL'], ['between', 'NULL'], ['the', 'NULL'], ['airport', 'NULL'], ['and', 'NULL'], ['downtown', '_to_city_2'], ['by', 'NULL'], ['ground', 'NULL'], ['transportation', 'NULL'], ['in', 'NULL'], ['dallas', 'city_name(dallas)']]"
1374,train,what is the earliest flight between logan and bwi,"answer(argmin_departure_time(_flight(intersection(_from_2(airport_code(bos)),_to_2(airport_code(bwi))))))","[['what', 'answer'], ['is', 'argmin_departure_time'], ['the', 'NULL'], ['earliest', 'NULL'], ['flight', '_flight'], ['between', '_from_2'], ['logan', 'airport_code(bos)'], ['and', '_to_2'], ['bwi', 'airport_code(bwi)']]"
1375,train,what is your cheapest flight from pittsburgh to denver,"answer(argmin_fare(_flight(intersection(_from_2(city_name(pittsburgh)),_to_2(city_name(denver))))))","[['what', 'answer'], ['is', 'argmin_fare'], ['your', 'NULL'], ['cheapest', 'NULL'], ['flight', '_flight'], ['from', '_from_2'], ['pittsburgh', 'city_name(pittsburgh)'], ['to', '_to_2'], ['denver', 'city_name(denver)']]"
1376,train,cheapest flight from miami to indianapolis,"answer(argmin_fare(_flight(intersection(_from_2(city_name(miami)),_to_2(city_name(indianapolis))))))","[['NULL', 'answer'], ['cheapest', 'argmin_fare'], ['flight', '_flight'], ['NULL', 'intersection'], ['from', '_from_2'], ['miami', 'city_name(miami)'], ['to', '_to_2'], ['indianapolis', 'city_name(indianapolis)']]"
1377,train,i want to leave oakland and arrive in boston at 5 o'clock in the afternoon,"answer(intersection(_arrival_time_2(time(1700)),_from_2(city_name(oakland)),_to_2(city_name(boston))))","[['i', 'answer'], ['NULL', 'intersection'], ['want', 'NULL'], ['to', 'NULL'], ['leave', '_from_2'], ['oakland', 'city_name(oakland)'], ['and', '_to_2'], ['arrive', '_arrival_time_2'], ['in', 'NULL'], ['boston', 'city_name(boston)'], ['at', 'NULL'], ['5', '1700'], [""o'clock"", 'time'], ['in', 'NULL'], ['the', 'NULL'], ['afternoon', 'NULL']]"
1378,train,i would like to make a one way flight from boston to atlanta,"answer(_flight(_oneway(intersection(_from_2(city_name(boston)),_to_2(city_name(atlanta))))))","[['i', 'answer'], ['would', 'NULL'], ['like', 'NULL'], ['to', 'NULL'], ['make', 'intersection'], ['a', 'NULL'], ['one', '_oneway'], ['way', 'NULL'], ['flight', '_flight'], ['from', '_from_2'], ['boston', 'city_name(boston)'], ['to', '_to_2'], ['atlanta', 'city_name(atlanta)']]"
1379,train,san francisco to boston please with a stopover in denver,"answer(intersection(_from_2(city_name(san_francisco)),_to_2(city_name(boston)),_stop_2(city_name(denver))))","[['NULL', 'answer'], ['NULL', 'intersection'], ['NULL', '_from_2'], ['san', 'city_name(san_francisco)'], ['francisco', 'NULL'], ['to', '_to_2'], ['boston', 'city_name(boston)'], ['please', 'NULL'], ['with', '_stop_2'], ['a', 'NULL'], ['stopover', 'NULL'], ['in', 'NULL'], ['denver', 'city_name(denver)']]"
1380,train,what flights stop in atlanta before noon,"answer(_flight(intersection(_<_arrival_time_2(time(1200)),_stop_2(city_name(atlanta)))))","[['what', 'answer'], ['flights', '_flight'], ['NULL', 'intersection'], ['stop', '_stop_2'], ['NULL', 'time'], ['in', 'NULL'], ['atlanta', 'city_name(atlanta)'], ['before', '_<_arrival_time_2'], ['noon', '1200']]"
1381,train,show me the flights from westchester county to cincinnati,"answer(_flight(intersection(_from_2(city_name(westchester_county)),_to_2(city_name(cincinnati)))))","[['show', 'answer'], ['me', 'NULL'], ['NULL', 'intersection'], ['the', 'NULL'], ['flights', '_flight'], ['from', '_from_2'], ['westchester', 'city_name(westchester_county)'], ['county', 'NULL'], ['to', '_to_2'], ['cincinnati', 'city_name(cincinnati)']]"
1382,train,show me the names of airlines in atlanta,answer(_named_1(_airline(_services_2(city_name(atlanta))))),"[['show', 'answer'], ['me', '_named_1(_airline)'], ['the', 'NULL'], ['names', 'NULL'], ['of', 'NULL'], ['airlines', '_services_2'], ['in', 'NULL'], ['atlanta', 'city_name(atlanta)']]"
1383,train,nonstop flights denver to boston,"answer(_flight(_nonstop(intersection(_from_2(city_name(denver)),_to_2(city_name(boston))))))","[['NULL', 'answer'], ['nonstop', '_nonstop'], ['flights', '_flight'], ['NULL', 'intersection'], ['NULL', '_from_2'], ['denver', 'city_name(denver)'], ['to', '_to_2'], ['boston', 'city_name(boston)']]"
1384,train,show me all flights from ontario to tacoma one way,"answer(_flight(_oneway(intersection(_from_2(city_name(ontario)),_to_2(city_name(tacoma))))))","[['show', 'answer'], ['me', 'NULL'], ['all', 'NULL'], ['flights', '_flight'], ['from', '_from_2'], ['ontario', 'city_name(ontario)'], ['to', '_to_2'], ['tacoma', 'city_name(tacoma)'], ['one', '_oneway'], ['way', 'NULL']]"
1385,train,can i go from boston to san francisco with a stopover in denver,"answer(intersection(_from_2(city_name(boston)),_to_2(city_name(san_francisco)),_stop_2(city_name(denver))))","[['can', 'answer'], ['NULL', 'intersection'], ['i', 'NULL'], ['go', 'NULL'], ['from', '_from_2'], ['boston', 'city_name(boston)'], ['to', '_to_2'], ['san', 'city_name(san_francisco)'], ['francisco', 'NULL'], ['with', '_stop_2'], ['a', 'NULL'], ['stopover', 'NULL'], ['in', 'NULL'], ['denver', 'city_name(denver)']]"
1386,train,pittsburgh to atlanta wednesday,"answer(intersection(_from_2(city_name(pittsburgh)),_to_2(city_name(atlanta)),_day_2(day(wednesday))))","[['NULL', 'answer'], ['NULL', 'intersection'], ['NULL', '_from_2'], ['pittsburgh', 'city_name(pittsburgh)'], ['to', '_to_2'], ['atlanta', 'city_name(atlanta)'], ['NULL', '_day_2'], ['NULL', 'day'], ['wednesday', 'wednesday']]"
1387,train,i want the cheapest flight from pittsburgh to atlanta,"answer(argmin_fare(_flight(intersection(_from_2(city_name(pittsburgh)),_to_2(city_name(atlanta))))))","[['i', 'answer'], ['want', 'NULL'], ['the', 'NULL'], ['cheapest', 'argmin_fare'], ['flight', '_flight'], ['from', '_from_2'], ['pittsburgh', 'city_name(pittsburgh)'], ['to', '_to_2'], ['atlanta', 'city_name(atlanta)']]"
1388,train,what is the cheapest flight from long beach to memphis,"answer(argmin_fare(_flight(intersection(_from_2(city_name(long_beach)),_to_2(city_name(memphis))))))","[['what', 'answer'], ['is', 'argmin_fare'], ['the', 'NULL'], ['cheapest', 'NULL'], ['flight', '_flight'], ['from', '_from_2'], ['long', 'city_name(long_beach)'], ['beach', 'NULL'], ['to', '_to_2'], ['memphis', 'city_name(memphis)']]"
1389,train,what is the cheapest flight from long beach to memphis,"answer(argmin_fare(_flight(intersection(_from_2(city_name(long_beach)),_to_2(city_name(memphis))))))","[['what', 'answer'], ['is', 'argmin_fare'], ['the', 'NULL'], ['cheapest', 'NULL'], ['flight', '_flight'], ['from', '_from_2'], ['long', 'city_name(long_beach)'], ['beach', 'NULL'], ['to', '_to_2'], ['memphis', 'city_name(memphis)']]"
1390,train,what is the cheapest flight from pittsburgh to atlanta,"answer(argmin_fare(_flight(intersection(_from_2(city_name(pittsburgh)),_to_2(city_name(atlanta))))))","[['what', 'answer'], ['is', 'argmin_fare'], ['the', 'NULL'], ['cheapest', 'NULL'], ['flight', '_flight'], ['from', '_from_2'], ['pittsburgh', 'city_name(pittsburgh)'], ['to', '_to_2'], ['atlanta', 'city_name(atlanta)']]"
1391,train,i'd like to find the cheapest flight from washington dc to atlanta,"answer(argmin_fare(_flight(intersection(_from_2(city_name(washington)),_to_2(city_name(atlanta))))))","[[""i'd"", 'answer'], ['like', 'NULL'], ['to', 'NULL'], ['find', 'argmin_fare'], ['the', 'NULL'], ['cheapest', 'NULL'], ['flight', '_flight'], ['from', '_from_2'], ['washington', 'city_name(washington)'], ['dc', 'NULL'], ['to', '_to_2'], ['atlanta', 'city_name(atlanta)']]"
1392,train,what airport in new york is closest to downtown,answer(argmin_miles_distant_2(_airport(_loc:_t_2(city_name(new_york))))),"[['what', 'answer'], ['airport', '_airport'], ['in', '_loc:_t_2'], ['new', 'city_name(new_york)'], ['york', 'NULL'], ['is', 'NULL'], ['closest', 'argmin_miles_distant_2'], ['to', 'NULL'], ['downtown', 'NULL']]"
1393,train,i want to fly nonstop from denver to dallas,"answer(_flight(_nonstop(intersection(_from_2(city_name(denver)),_to_2(city_name(dallas))))))","[['i', 'answer'], ['want', 'NULL'], ['to', 'NULL'], ['fly', '_flight'], ['nonstop', '_nonstop'], ['from', '_from_2'], ['denver', 'city_name(denver)'], ['to', '_to_2'], ['dallas', 'city_name(dallas)']]"
1394,train,what are the cheapest flights from pittsburgh to atlanta,"answer(argmin_fare(_flight(intersection(_from_2(city_name(pittsburgh)),_to_2(city_name(atlanta))))))","[['what', 'answer'], ['are', 'NULL'], ['the', 'NULL'], ['cheapest', 'argmin_fare'], ['flights', '_flight'], ['from', '_from_2'], ['pittsburgh', 'city_name(pittsburgh)'], ['to', '_to_2'], ['atlanta', 'city_name(atlanta)']]"
1395,train,philadelphia to dallas saturday,"answer(intersection(_from_2(city_name(philadelphia)),_to_2(city_name(dallas)),_day_2(day(saturday))))","[['NULL', 'answer'], ['NULL', 'intersection'], ['NULL', '_from_2'], ['philadelphia', 'city_name(philadelphia)'], ['to', '_to_2'], ['dallas', 'city_name(dallas)'], ['NULL', '_day_2'], ['NULL', 'day'], ['saturday', 'saturday']]"
1396,train,san francisco to denver tuesday,"answer(intersection(_from_2(city_name(san_francisco)),_to_2(city_name(denver)),_day_2(day(tuesday))))","[['NULL', 'answer'], ['NULL', 'intersection'], ['NULL', '_from_2'], ['san', 'city_name(san_francisco)'], ['francisco', 'NULL'], ['to', '_to_2'], ['NULL', '_day_2'], ['NULL', 'day'], ['denver', 'city_name(denver)'], ['tuesday', 'tuesday']]"
1397,train,what flights stop in atlanta before noon,"answer(_flight(intersection(_<_arrival_time_2(time(1200)),_stop_2(city_name(atlanta)))))","[['what', 'answer'], ['flights', '_flight'], ['NULL', 'intersection'], ['stop', '_stop_2'], ['NULL', 'time'], ['in', 'NULL'], ['atlanta', 'city_name(atlanta)'], ['before', '_<_arrival_time_2'], ['noon', '1200']]"
1398,train,i'd like to go from boston to san francisco with a stop in dallas,"answer(intersection(_from_2(city_name(boston)),_to_2(city_name(san_francisco)),_stop_2(city_name(dallas))))","[[""i'd"", 'answer'], ['like', 'NULL'], ['to', 'NULL'], ['go', 'intersection'], ['from', '_from_2'], ['boston', 'city_name(boston)'], ['to', '_to_2'], ['san', 'city_name(san_francisco)'], ['francisco', 'NULL'], ['with', '_stop_2'], ['a', 'NULL'], ['stop', 'NULL'], ['in', 'NULL'], ['dallas', 'city_name(dallas)']]"
1399,train,information on american airlines from washington to fort worth,"answer(intersection(_airline_2(airline_code(aa)),_from_2(city_name(washington)),_to_2(city_name(fort_worth))))","[['information', 'answer'], ['NULL', 'intersection'], ['on', 'NULL'], ['american', 'airline_code(aa)'], ['airlines', '_airline_2'], ['from', '_from_2'], ['washington', 'city_name(washington)'], ['to', '_to_2'], ['fort', 'city_name(fort_worth)'], ['worth', 'NULL']]"
1400,train,could you please show me all the weekday flights between denver and dallas,"answer(_flight(_weekday(intersection(_from_2(city_name(denver)),_to_2(city_name(dallas))))))","[['could', 'answer'], ['you', 'NULL'], ['please', '_weekday'], ['NULL', 'intersection'], ['show', 'NULL'], ['me', 'NULL'], ['all', 'NULL'], ['the', 'NULL'], ['weekday', 'NULL'], ['flights', '_flight'], ['between', '_from_2'], ['denver', 'city_name(denver)'], ['and', '_to_2'], ['dallas', 'city_name(dallas)']]"
1401,train,what is the cheapest flight from long beach to memphis,"answer(argmin_fare(_flight(intersection(_from_2(city_name(long_beach)),_to_2(city_name(memphis))))))","[['what', 'answer'], ['is', 'argmin_fare'], ['the', 'NULL'], ['cheapest', 'NULL'], ['flight', '_flight'], ['from', '_from_2'], ['long', 'city_name(long_beach)'], ['beach', 'NULL'], ['to', '_to_2'], ['memphis', 'city_name(memphis)']]"
1402,train,philadelphia to boston saturday,"answer(intersection(_from_2(city_name(philadelphia)),_to_2(city_name(boston)),_day_2(day(saturday))))","[['NULL', 'answer'], ['NULL', 'intersection'], ['NULL', '_from_2'], ['philadelphia', 'city_name(philadelphia)'], ['to', '_to_2'], ['boston', 'city_name(boston)'], ['NULL', '_day_2'], ['NULL', 'day'], ['saturday', 'saturday']]"
1403,train,find me flights that are nonstop between boston and dallas,"answer(_flight(_nonstop(intersection(_from_2(city_name(boston)),_to_2(city_name(dallas))))))","[['find', 'answer'], ['me', 'NULL'], ['flights', '_flight'], ['NULL', 'intersection'], ['that', 'NULL'], ['are', 'NULL'], ['nonstop', '_nonstop'], ['between', '_from_2'], ['boston', 'city_name(boston)'], ['and', '_to_2'], ['dallas', 'city_name(dallas)']]"
1404,train,how many first class flights does united have leaving from all cities today,"answer(count(_flight(_today(intersection(_airline_2(airline_code(ua)),_class_type_2(class_description(first)))))))","[['how', 'answer'], ['many', 'count'], ['first', 'first'], ['class', 'class_description'], ['flights', '_flight'], ['does', '_airline_2'], ['united', 'airline_code(ua)'], ['NULL', '_class_type_2'], ['have', '_today'], ['leaving', 'NULL'], ['from', 'NULL'], ['all', 'NULL'], ['cities', 'NULL'], ['today', 'NULL']]"
1405,train,show me the nonstop flights from dallas to houston,"answer(_flight(_nonstop(intersection(_from_2(city_name(dallas)),_to_2(city_name(houston))))))","[['show', 'answer'], ['me', 'NULL'], ['the', 'NULL'], ['nonstop', '_nonstop'], ['flights', '_flight'], ['from', '_from_2'], ['dallas', 'city_name(dallas)'], ['to', '_to_2'], ['houston', 'city_name(houston)']]"
1406,train,nonstop flights seattle to boston,"answer(_flight(_nonstop(intersection(_from_2(city_name(seattle)),_to_2(city_name(boston))))))","[['NULL', 'answer'], ['nonstop', '_nonstop'], ['flights', '_flight'], ['NULL', 'intersection'], ['NULL', '_from_2'], ['seattle', 'city_name(seattle)'], ['to', '_to_2'], ['boston', 'city_name(boston)']]"
1407,train,how many first class flights does delta have today,"answer(count(_flight(_today(intersection(_airline_2(airline_code(dl)),_class_type_2(class_description(first)))))))","[['how', 'answer'], ['many', 'count'], ['first', 'first'], ['class', 'class_description'], ['flights', '_flight'], ['does', '_airline_2'], ['delta', 'airline_code(dl)'], ['NULL', '_class_type_2'], ['have', '_today'], ['today', 'NULL']]"
1408,train,flight from dallas to boston tomorrow,"answer(_flight(_tomorrow(intersection(_from_2(city_name(dallas)),_to_2(city_name(boston))))))","[['NULL', 'answer'], ['flight', '_flight'], ['from', '_from_2'], ['NULL', 'intersection'], ['dallas', 'city_name(dallas)'], ['to', '_to_2'], ['boston', 'city_name(boston)'], ['tomorrow', '_tomorrow']]"
1409,train,oakland to philadelphia saturday,"answer(intersection(_from_2(city_name(oakland)),_to_2(city_name(philadelphia)),_day_2(day(saturday))))","[['NULL', 'answer'], ['NULL', 'intersection'], ['NULL', '_from_2'], ['oakland', 'city_name(oakland)'], ['to', '_to_2'], ['philadelphia', 'city_name(philadelphia)'], ['NULL', '_day_2'], ['NULL', 'day'], ['saturday', 'saturday']]"
1410,train,show all nonstop flights from boston to atlanta,"answer(_flight(_nonstop(intersection(_from_2(city_name(boston)),_to_2(city_name(atlanta))))))","[['show', 'answer'], ['all', 'NULL'], ['nonstop', '_nonstop'], ['NULL', 'intersection'], ['flights', '_flight'], ['from', '_from_2'], ['boston', 'city_name(boston)'], ['to', '_to_2'], ['atlanta', 'city_name(atlanta)']]"
1411,train,nonstop flights from seattle to denver,"answer(_flight(_nonstop(intersection(_from_2(city_name(seattle)),_to_2(city_name(denver))))))","[['NULL', 'answer'], ['nonstop', '_nonstop'], ['flights', '_flight'], ['NULL', 'intersection'], ['from', '_from_2'], ['seattle', 'city_name(seattle)'], ['to', '_to_2'], ['denver', 'city_name(denver)']]"
1412,train,i'm trying to fly from denver to boston and i want a flight that serves a meal,"answer(_flight(_has_meal(intersection(_from_2(city_name(denver)),_to_2(city_name(boston))))))","[[""i'm"", 'answer'], ['trying', '_has_meal'], ['to', 'NULL'], ['fly', '_flight'], ['from', '_from_2'], ['denver', 'city_name(denver)'], ['to', '_to_2'], ['boston', 'city_name(boston)'], ['and', 'NULL'], ['i', 'intersection'], ['want', 'NULL'], ['a', 'NULL'], ['flight', 'NULL'], ['that', 'NULL'], ['serves', 'NULL'], ['a', 'NULL'], ['meal', 'NULL']]"
1413,train,show me the nonstop flights from dallas to houston,"answer(_flight(_nonstop(intersection(_from_2(city_name(dallas)),_to_2(city_name(houston))))))","[['show', 'answer'], ['me', 'NULL'], ['the', 'NULL'], ['nonstop', '_nonstop'], ['flights', '_flight'], ['from', '_from_2'], ['dallas', 'city_name(dallas)'], ['to', '_to_2'], ['houston', 'city_name(houston)']]"
1414,train,flights from newark to cleveland daily,"answer(_flight(_daily(intersection(_from_2(city_name(newark)),_to_2(city_name(cleveland))))))","[['NULL', 'answer'], ['flights', '_flight'], ['from', '_from_2'], ['NULL', 'intersection'], ['newark', 'city_name(newark)'], ['to', '_to_2'], ['cleveland', 'city_name(cleveland)'], ['daily', '_daily']]"
1415,train,show me the nonstop flights from houston to dallas,"answer(_flight(_nonstop(intersection(_from_2(city_name(houston)),_to_2(city_name(dallas))))))","[['show', 'answer'], ['me', 'NULL'], ['the', 'NULL'], ['nonstop', '_nonstop'], ['flights', '_flight'], ['from', '_from_2'], ['houston', 'city_name(houston)'], ['to', '_to_2'], ['dallas', 'city_name(dallas)']]"
1416,train,list daily flights from denver to baltimore,"answer(_flight(_daily(intersection(_from_2(city_name(denver)),_to_2(city_name(baltimore))))))","[['list', 'answer'], ['daily', '_daily'], ['flights', '_flight'], ['NULL', 'intersection'], ['from', '_from_2'], ['denver', 'city_name(denver)'], ['to', '_to_2'], ['baltimore', 'city_name(baltimore)']]"
1417,train,i want a cheap flight from denver to atlanta,"answer(_flight(_economy(intersection(_from_2(city_name(denver)),_to_2(city_name(atlanta))))))","[['i', 'answer'], ['want', 'NULL'], ['a', 'NULL'], ['cheap', '_economy'], ['flight', '_flight'], ['from', '_from_2'], ['denver', 'city_name(denver)'], ['to', '_to_2'], ['atlanta', 'city_name(atlanta)']]"
1418,train,please list all the flights from boston to denver which serve meals,"answer(_flight(_has_meal(intersection(_from_2(city_name(boston)),_to_2(city_name(denver))))))","[['please', 'answer'], ['list', 'NULL'], ['all', 'NULL'], ['NULL', 'intersection'], ['the', 'NULL'], ['flights', '_flight'], ['from', '_from_2'], ['boston', 'city_name(boston)'], ['to', '_to_2'], ['denver', 'city_name(denver)'], ['which', '_has_meal'], ['serve', 'NULL'], ['meals', 'NULL']]"
1419,train,the most expensive flight between boston and philadelphia,"answer(argmax_fare(_flight(intersection(_from_2(city_name(boston)),_to_2(city_name(philadelphia))))))","[['NULL', 'answer'], ['the', 'NULL'], ['most', 'argmax_fare'], ['NULL', 'intersection'], ['expensive', 'NULL'], ['flight', '_flight'], ['between', '_from_2'], ['boston', 'city_name(boston)'], ['and', '_to_2'], ['philadelphia', 'city_name(philadelphia)']]"
1420,train,how many first class flights does united have today,"answer(count(_flight(_today(intersection(_airline_2(airline_code(ua)),_class_type_2(class_description(first)))))))","[['how', 'answer'], ['many', 'count'], ['first', 'first'], ['class', 'class_description'], ['flights', '_flight'], ['does', '_airline_2'], ['united', 'airline_code(ua)'], ['NULL', '_class_type_2'], ['have', 'NULL'], ['today', '_today']]"
1421,train,i need to take ten people from denver to phoenix please give me the flights during the week,"answer(_flight(_weekday(intersection(_from_2(city_name(denver)),_to_2(city_name(phoenix))))))","[['i', 'answer'], ['need', 'NULL'], ['to', 'NULL'], ['take', '_weekday'], ['ten', 'NULL'], ['people', 'NULL'], ['from', '_from_2'], ['denver', 'city_name(denver)'], ['to', '_to_2'], ['phoenix', 'city_name(phoenix)'], ['please', 'NULL'], ['give', 'NULL'], ['me', 'NULL'], ['the', 'NULL'], ['flights', '_flight'], ['during', 'NULL'], ['the', 'NULL'], ['week', 'NULL']]"
1422,train,i want to leave philadelphia and arrive in atlanta on a thursday,"answer(intersection(_from_2(city_name(philadelphia)),_to_2(city_name(atlanta)),_day_2(day(thursday))))","[['i', 'answer'], ['NULL', 'intersection'], ['want', 'NULL'], ['to', 'NULL'], ['leave', '_from_2'], ['philadelphia', 'city_name(philadelphia)'], ['and', '_to_2'], ['NULL', 'day'], ['arrive', 'NULL'], ['in', 'NULL'], ['atlanta', 'city_name(atlanta)'], ['on', '_day_2'], ['a', 'NULL'], ['thursday', 'thursday']]"
1423,train,could you show me all weekday flights from phoenix to denver,"answer(_flight(_weekday(intersection(_from_2(city_name(phoenix)),_to_2(city_name(denver))))))","[['could', 'answer'], ['you', 'NULL'], ['show', 'NULL'], ['NULL', 'intersection'], ['me', 'NULL'], ['all', 'NULL'], ['weekday', '_weekday'], ['flights', '_flight'], ['from', '_from_2'], ['phoenix', 'city_name(phoenix)'], ['to', '_to_2'], ['denver', 'city_name(denver)']]"
1424,train,please show me all the flights from denver to oakland that are nonstop,"answer(_flight(_nonstop(intersection(_from_2(city_name(denver)),_to_2(city_name(oakland))))))","[['please', 'answer'], ['show', 'NULL'], ['me', 'NULL'], ['NULL', 'intersection'], ['all', 'NULL'], ['the', 'NULL'], ['flights', '_flight'], ['from', '_from_2'], ['denver', 'city_name(denver)'], ['to', '_to_2'], ['oakland', 'city_name(oakland)'], ['that', 'NULL'], ['are', 'NULL'], ['nonstop', '_nonstop']]"
1425,train,list all the airlines that fly into general mitchell international,answer(_airline_1(_flight(_to_2(airport_code(mke))))),"[['list', 'answer'], ['all', 'NULL'], ['the', 'NULL'], ['airlines', '_airline_1'], ['that', 'NULL'], ['fly', '_flight'], ['into', '_to_2'], ['general', 'airport_code(mke)'], ['mitchell', 'NULL'], ['international', 'NULL']]"
1426,train,all flights to baltimore after 12pm,"answer(_flight(intersection(_>_departure_time_2(time(1200)),_to_2(city_name(baltimore)))))","[['NULL', 'answer'], ['all', 'NULL'], ['flights', '_flight'], ['to', '_to_2'], ['NULL', 'time'], ['baltimore', 'city_name(baltimore)'], ['after', '_>_departure_time_2'], ['12pm', '1200']]"
1427,train,information on american airlines from fort worth texas to philadelphia,"answer(intersection(_airline_2(airline_code(aa)),_from_2(city_name(fort_worth)),_to_2(city_name(philadelphia))))","[['information', 'answer'], ['NULL', 'intersection'], ['on', 'NULL'], ['american', 'airline_code(aa)'], ['airlines', '_airline_2'], ['from', '_from_2'], ['fort', 'city_name(fort_worth)'], ['worth', 'NULL'], ['texas', 'NULL'], ['to', '_to_2'], ['philadelphia', 'city_name(philadelphia)']]"
1428,train,what is the cheapest fare between denver and boston,"answer(_min(_fare(intersection(_from_2(city_name(denver)),_to_2(city_name(boston))))))","[['what', 'answer'], ['is', '_min'], ['the', 'NULL'], ['cheapest', 'NULL'], ['fare', '_fare'], ['between', '_from_2'], ['denver', 'city_name(denver)'], ['and', '_to_2'], ['boston', 'city_name(boston)']]"
